village_id,panchayat_id,lat,lon
VIL_0500,KL_PANCH_0500,10.8887,76.30562
VIL_0501,KL_PANCH_0501,10.87248,76.27935
VIL_0502,KL_PANCH_0502,10.80861,76.55799
VIL_0503,KL_PANCH_0503,10.80331,76.508
VIL_0504,KL_PANCH_0504,10.82902,76.49478
VIL_0505,KL_PANCH_0505,10.80763,76.47892
VIL_0506,KL_PANCH_0506,10.86238,76.51442
VIL_0507,KL_PANCH_0507,10.81091,76.22301
VIL_0508,KL_PANCH_0508,10.83954,76.23559
VIL_0509,KL_PANCH_0509,10.87905,76.22287
VIL_0510,KL_PANCH_0510,10.88713,76.17428
VIL_0511,KL_PANCH_0511,10.86679,76.18684
VIL_0512,KL_PANCH_0512,10.81301,76.18806
VIL_0513,KL_PANCH_0513,10.86691,76.13602
VIL_0514,KL_PANCH_0514,10.82158,76.15462
VIL_0515,KL_PANCH_0515,10.83246,76.11963
VIL_0516,KL_PANCH_0516,10.78951,76.14666
VIL_0517,KL_PANCH_0517,10.75149,76.16272
VIL_0518,KL_PANCH_0518,10.75089,76.13514
VIL_0519,KL_PANCH_0519,10.7479,76.09036
VIL_0520,KL_PANCH_0520,10.77429,76.05731
VIL_0521,KL_PANCH_0521,10.79067,76.09485
VIL_0522,KL_PANCH_0522,10.82045,76.06385
VIL_0523,KL_PANCH_0523,10.20217,76.95066
VIL_0524,KL_PANCH_0524,10.11181,76.82341
VIL_0525,KL_PANCH_0525,10.23095,76.52053
VIL_0526,KL_PANCH_0526,10.04992,76.72337
VIL_0527,KL_PANCH_0527,10.09511,76.68222
VIL_0528,KL_PANCH_0528,10.10703,76.62289
VIL_0529,KL_PANCH_0529,10.1095,76.60114
VIL_0530,KL_PANCH_0530,10.15553,76.56435
VIL_0531,KL_PANCH_0531,10.15871,76.49622
VIL_0532,KL_PANCH_0532,10.14977,76.52259
VIL_0533,KL_PANCH_0533,10.2064,76.49565
VIL_0534,KL_PANCH_0534,10.17897,76.43004
VIL_0535,KL_PANCH_0535,10.21424,76.44725
VIL_0536,KL_PANCH_0536,10.21826,76.42158
VIL_0537,KL_PANCH_0537,10.24533,76.42168
VIL_0538,KL_PANCH_0538,10.2481,76.40279
VIL_0539,KL_PANCH_0539,10.195,76.34194
VIL_0540,KL_PANCH_0540,10.18674,76.38438
VIL_0541,KL_PANCH_0541,10.16929,76.35939
VIL_0542,KL_PANCH_0542,10.13619,76.39773
VIL_0543,KL_PANCH_0543,10.14361,76.35636
VIL_0544,KL_PANCH_0544,10.15545,76.46149
VIL_0545,KL_PANCH_0545,10.11836,76.48087
VIL_0546,KL_PANCH_0546,10.08445,76.51905
VIL_0547,KL_PANCH_0547,10.0888,76.54689
VIL_0548,KL_PANCH_0548,10.07624,76.59587
VIL_0549,KL_PANCH_0549,10.06258,76.63776
VIL_0550,KL_PANCH_0550,10.03472,76.63378
VIL_0551,KL_PANCH_0551,10.03711,76.67955
VIL_0552,KL_PANCH_0552,10.01238,76.67683
VIL_0553,KL_PANCH_0553,10.0033,76.72902
VIL_0554,KL_PANCH_0554,9.96444,76.68404
VIL_0555,KL_PANCH_0555,9.98441,76.6527
VIL_0556,KL_PANCH_0556,9.9346,76.66567
VIL_0557,KL_PANCH_0557,9.95033,76.6194
VIL_0558,KL_PANCH_0558,9.98746,76.58007
VIL_0559,KL_PANCH_0559,10.01367,76.57232
VIL_0560,KL_PANCH_0560,9.9765,76.53991
VIL_0561,KL_PANCH_0561,10.03263,76.50483
VIL_0562,KL_PANCH_0562,10.0496,76.42608
VIL_0563,KL_PANCH_0563,10.07999,76.46411
VIL_0564,KL_PANCH_0564,10.09585,76.43461
VIL_0565,KL_PANCH_0565,10.14722,76.42768
VIL_0566,KL_PANCH_0566,10.09944,76.38067
VIL_0567,KL_PANCH_0567,10.11172,76.3504
VIL_0568,KL_PANCH_0568,10.16603,76.30053
VIL_0569,KL_PANCH_0569,10.13565,76.29754
VIL_0570,KL_PANCH_0570,10.18555,76.24519
VIL_0571,KL_PANCH_0571,10.17678,76.23104
VIL_0572,KL_PANCH_0572,10.14574,76.22878
VIL_0573,KL_PANCH_0573,10.16265,76.20949
VIL_0574,KL_PANCH_0574,10.15753,76.17913
VIL_0575,KL_PANCH_0575,10.12725,76.25124
VIL_0576,KL_PANCH_0576,10.1125,76.19863
VIL_0577,KL_PANCH_0577,10.09084,76.20129
VIL_0578,KL_PANCH_0578,10.06427,76.21456
VIL_0579,KL_PANCH_0579,10.11065,76.22759
VIL_0580,KL_PANCH_0580,10.11188,76.28684
VIL_0581,KL_PANCH_0581,10.10417,76.32457
VIL_0582,KL_PANCH_0582,10.04767,76.22188
VIL_0583,KL_PANCH_0583,9.99536,76.22734
VIL_0584,KL_PANCH_0584,10.01579,76.2561
VIL_0585,KL_PANCH_0585,10.04954,76.26953
VIL_0586,KL_PANCH_0586,10.05976,76.28842
VIL_0587,KL_PANCH_0587,10.07621,76.26873
VIL_0588,KL_PANCH_0588,10.17398,76.20226
VIL_0589,KL_PANCH_0589,10.06933,76.30275
VIL_0590,KL_PANCH_0590,10.08302,76.34484
VIL_0591,KL_PANCH_0591,10.03646,76.33364
VIL_0592,KL_PANCH_0592,10.01218,76.32892
VIL_0593,KL_PANCH_0593,10.06991,76.37884
VIL_0594,KL_PANCH_0594,10.02219,76.42724
VIL_0595,KL_PANCH_0595,9.98641,76.39629
VIL_0596,KL_PANCH_0596,9.94189,76.32692
VIL_0597,KL_PANCH_0597,9.96185,76.34204
VIL_0598,KL_PANCH_0598,9.90441,76.32608
VIL_0599,KL_PANCH_0599,9.86576,76.26438
VIL_0600,KL_PANCH_0600,9.87779,76.28449
VIL_0601,KL_PANCH_0601,9.88938,76.37263
VIL_0602,KL_PANCH_0602,9.92688,76.38592
VIL_0603,KL_PANCH_0603,9.89357,76.40223
VIL_0604,KL_PANCH_0604,9.8568,76.40924
VIL_0605,KL_PANCH_0605,9.86564,76.42847
VIL_0606,KL_PANCH_0606,9.87913,76.49563
VIL_0607,KL_PANCH_0607,9.91291,76.45675
VIL_0608,KL_PANCH_0608,9.94666,76.41353
VIL_0609,KL_PANCH_0609,9.96562,76.45977
VIL_0610,KL_PANCH_0610,9.99776,76.45796
VIL_0611,KL_PANCH_0611,9.93224,76.49915
VIL_0612,KL_PANCH_0612,9.90648,76.51908
VIL_0613,KL_PANCH_0613,9.89658,76.55673
VIL_0614,KL_PANCH_0614,9.8664,76.57718
VIL_0615,KL_PANCH_0615,9.8891,76.60442
VIL_0616,KL_PANCH_0616,9.93127,76.598
VIL_0617,KL_PANCH_0617,9.95172,76.55669
VIL_0618,KL_PANCH_0618,9.84243,76.54645
VIL_0619,KL_PANCH_0619,10.28176,77.15511
VIL_0620,KL_PANCH_0620,10.25543,77.20183
VIL_0621,KL_PANCH_0621,10.19491,77.25393
VIL_0622,KL_PANCH_0622,10.13274,77.1493
VIL_0623,KL_PANCH_0623,10.12147,77.05035
VIL_0624,KL_PANCH_0624,10.12902,76.93429
VIL_0625,KL_PANCH_0625,10.06135,76.85035
VIL_0626,KL_PANCH_0626,10.04217,77.01211
VIL_0627,KL_PANCH_0627,9.9984,77.01466
VIL_0628,KL_PANCH_0628,10.01003,77.10529
VIL_0629,KL_PANCH_0629,10.0339,77.18857
VIL_0630,KL_PANCH_0630,9.97344,77.21335
VIL_0631,KL_PANCH_0631,9.9786,77.15971
VIL_0632,KL_PANCH_0632,9.96292,77.08348
VIL_0633,KL_PANCH_0633,9.94137,77.04846
VIL_0634,KL_PANCH_0634,9.94428,77.15133
VIL_0635,KL_PANCH_0635,9.90555,77.15963
VIL_0636,KL_PANCH_0636,9.84861,77.16778
VIL_0637,KL_PANCH_0637,9.88633,77.0404
VIL_0638,KL_PANCH_0638,9.94957,76.90739
VIL_0639,KL_PANCH_0639,9.98962,76.79804
VIL_0640,KL_PANCH_0640,9.94255,76.81065
VIL_0641,KL_PANCH_0641,9.96107,76.76276
VIL_0642,KL_PANCH_0642,9.86985,76.94679
VIL_0643,KL_PANCH_0643,9.91093,76.8512
VIL_0644,KL_PANCH_0644,9.86705,76.98542
VIL_0645,KL_PANCH_0645,9.83888,77.03528
VIL_0646,KL_PANCH_0646,9.81765,77.08258
VIL_0647,KL_PANCH_0647,9.79092,77.16224
VIL_0648,KL_PANCH_0648,9.77825,77.20314
VIL_0649,KL_PANCH_0649,9.70801,77.15001
VIL_0650,KL_PANCH_0650,9.66855,77.12436
VIL_0651,KL_PANCH_0651,9.68102,77.03977
VIL_0652,KL_PANCH_0652,9.75496,77.09858
VIL_0653,KL_PANCH_0653,9.73685,77.0616
VIL_0654,KL_PANCH_0654,9.71293,76.9813
VIL_0655,KL_PANCH_0655,9.50123,77.18988
VIL_0656,KL_PANCH_0656,9.5736,77.09364
VIL_0657,KL_PANCH_0657,9.51772,76.95607
VIL_0658,KL_PANCH_0658,9.5824,76.90587
VIL_0659,KL_PANCH_0659,9.56523,77.00024
VIL_0660,KL_PANCH_0660,9.65068,76.96767
VIL_0661,KL_PANCH_0661,9.8017,76.87688
VIL_0662,KL_PANCH_0662,9.85528,76.82367
VIL_0663,KL_PANCH_0663,9.82059,76.79821
VIL_0664,KL_PANCH_0664,9.83648,76.73659
VIL_0665,KL_PANCH_0665,9.85693,76.70208
VIL_0666,KL_PANCH_0666,9.86897,76.65981
VIL_0667,KL_PANCH_0667,9.90194,76.66051
VIL_0668,KL_PANCH_0668,9.8901,76.74356
VIL_0669,KL_PANCH_0669,9.93882,76.71753
VIL_0670,KL_PANCH_0670,9.90565,76.71941
VIL_0671,KL_PANCH_0671,9.81362,76.41039
VIL_0672,KL_PANCH_0672,9.85599,76.30839
VIL_0673,KL_PANCH_0673,9.84508,76.33247
VIL_0674,KL_PANCH_0674,9.85007,76.3557
VIL_0675,KL_PANCH_0675,9.82194,76.34243
VIL_0676,KL_PANCH_0676,9.82452,76.31018
VIL_0677,KL_PANCH_0677,9.80409,76.30571
VIL_0678,KL_PANCH_0678,9.7864,76.34545
VIL_0679,KL_PANCH_0679,9.7805,76.30602
VIL_0680,KL_PANCH_0680,9.76433,76.30775
VIL_0681,KL_PANCH_0681,9.7408,76.35396
VIL_0682,KL_PANCH_0682,9.72581,76.33221
VIL_0683,KL_PANCH_0683,9.73223,76.30186
VIL_0684,KL_PANCH_0684,9.70267,76.30389
VIL_0685,KL_PANCH_0685,9.66582,76.30615
VIL_0686,KL_PANCH_0686,9.68666,76.34031
VIL_0687,KL_PANCH_0687,9.665,76.35886
VIL_0688,KL_PANCH_0688,9.62376,76.35969
VIL_0689,KL_PANCH_0689,9.62577,76.34635
VIL_0690,KL_PANCH_0690,9.62463,76.30878
VIL_0691,KL_PANCH_0691,9.55352,76.31219
VIL_0692,KL_PANCH_0692,9.56406,76.35245
VIL_0693,KL_PANCH_0693,9.52812,76.3332
VIL_0694,KL_PANCH_0694,9.50913,76.34223
VIL_0695,KL_PANCH_0695,9.45091,76.34719
VIL_0696,KL_PANCH_0696,9.43031,76.35017
VIL_0697,KL_PANCH_0697,9.40622,76.35626
VIL_0698,KL_PANCH_0698,9.38031,76.37215
VIL_0699,KL_PANCH_0699,9.3346,76.3791
VIL_0700,KL_PANCH_0700,9.48251,76.39072
VIL_0701,KL_PANCH_0701,9.46335,76.43219
VIL_0702,KL_PANCH_0702,9.48068,76.45811
VIL_0703,KL_PANCH_0703,9.47983,76.48218
VIL_0704,KL_PANCH_0704,9.43648,76.39356
VIL_0705,KL_PANCH_0705,9.42411,76.42886
VIL_0706,KL_PANCH_0706,9.41462,76.46662
VIL_0707,KL_PANCH_0707,9.44134,76.48219
VIL_0708,KL_PANCH_0708,9.40497,76.49058
VIL_0709,KL_PANCH_0709,9.36735,76.42543
VIL_0710,KL_PANCH_0710,9.36897,76.46614
VIL_0711,KL_PANCH_0711,9.36731,76.49438
VIL_0712,KL_PANCH_0712,9.31602,76.47178
VIL_0713,KL_PANCH_0713,9.32022,76.44692
VIL_0714,KL_PANCH_0714,9.30971,76.42097
VIL_0715,KL_PANCH_0715,9.26726,76.40872
VIL_0716,KL_PANCH_0716,9.27985,76.42926
VIL_0717,KL_PANCH_0717,9.28555,76.46027
VIL_0718,KL_PANCH_0718,9.27404,76.48409
VIL_0719,KL_PANCH_0719,9.25618,76.43412
VIL_0720,KL_PANCH_0720,9.19107,76.44163
VIL_0721,KL_PANCH_0721,9.24718,76.45417
VIL_0722,KL_PANCH_0722,9.21502,76.45967
VIL_0723,KL_PANCH_0723,9.1719,76.46888
VIL_0724,KL_PANCH_0724,9.24474,76.4808
VIL_0725,KL_PANCH_0725,9.2093,76.48705
VIL_0726,KL_PANCH_0726,9.16908,76.50656
VIL_0727,KL_PANCH_0727,9.14297,76.48958
VIL_0728,KL_PANCH_0728,9.15282,76.5238
VIL_0729,KL_PANCH_0729,9.30994,76.52616
VIL_0730,KL_PANCH_0730,9.30098,76.55922
VIL_0731,KL_PANCH_0731,9.3447,76.58687
VIL_0732,KL_PANCH_0732,9.32722,76.57875
VIL_0733,KL_PANCH_0733,9.32083,76.61859
VIL_0734,KL_PANCH_0734,9.28517,76.63979
VIL_0735,KL_PANCH_0735,9.28801,76.60732
VIL_0736,KL_PANCH_0736,9.29963,76.58794
VIL_0737,KL_PANCH_0737,9.27386,76.59215
VIL_0738,KL_PANCH_0738,9.25209,76.62668
VIL_0739,KL_PANCH_0739,9.27696,76.51961
VIL_0740,KL_PANCH_0740,9.23193,76.51795
VIL_0741,KL_PANCH_0741,9.24692,76.54044
VIL_0742,KL_PANCH_0742,9.23652,76.58147
VIL_0743,KL_PANCH_0743,9.21576,76.55538
VIL_0744,KL_PANCH_0744,9.17714,76.55784
VIL_0745,KL_PANCH_0745,9.14121,76.57365
VIL_0746,KL_PANCH_0746,9.158,76.59712
VIL_0747,KL_PANCH_0747,9.18218,76.64982
VIL_0748,KL_PANCH_0748,9.1992,76.62702
VIL_0749,KL_PANCH_0749,9.19322,76.59143
VIL_0750,KL_PANCH_0750,9.81436,76.4541
VIL_0751,KL_PANCH_0751,9.81078,76.49174
VIL_0752,KL_PANCH_0752,9.79033,76.52802
VIL_0753,KL_PANCH_0753,9.79344,76.41269
VIL_0754,KL_PANCH_0754,9.76721,76.41175
VIL_0755,KL_PANCH_0755,9.75155,76.39901
VIL_0756,KL_PANCH_0756,9.77685,76.44885
VIL_0757,KL_PANCH_0757,9.76546,76.49237
VIL_0758,KL_PANCH_0758,9.72932,76.50614
VIL_0759,KL_PANCH_0759,9.71591,76.4692
VIL_0760,KL_PANCH_0760,9.71089,76.39981
VIL_0761,KL_PANCH_0761,9.71818,76.4173
VIL_0762,KL_PANCH_0762,9.67171,76.43439
VIL_0763,KL_PANCH_0763,9.82625,76.61383
VIL_0764,KL_PANCH_0764,9.79639,76.60152
VIL_0765,KL_PANCH_0765,9.79704,76.65523
VIL_0766,KL_PANCH_0766,9.78584,76.71309
VIL_0767,KL_PANCH_0767,9.7638,76.76584
VIL_0768,KL_PANCH_0768,9.75973,76.79367
VIL_0769,KL_PANCH_0769,9.7147,76.75445
VIL_0770,KL_PANCH_0770,9.7389,76.72009
VIL_0771,KL_PANCH_0771,9.71375,76.68532
VIL_0772,KL_PANCH_0772,9.74894,76.66391
VIL_0773,KL_PANCH_0773,9.76345,76.59675
VIL_0774,KL_PANCH_0774,9.7522,76.56044
VIL_0775,KL_PANCH_0775,9.70347,76.56024
VIL_0776,KL_PANCH_0776,9.72366,76.59755
VIL_0777,KL_PANCH_0777,9.69435,76.6102
VIL_0778,KL_PANCH_0778,9.70063,76.66055
VIL_0779,KL_PANCH_0779,9.66961,76.66898
VIL_0780,KL_PANCH_0780,9.68558,76.71434
VIL_0781,KL_PANCH_0781,9.66119,76.77096
VIL_0782,KL_PANCH_0782,9.66768,76.81773
VIL_0783,KL_PANCH_0783,9.65499,76.86292
VIL_0784,KL_PANCH_0784,9.69287,76.78132
VIL_0785,KL_PANCH_0785,9.70159,76.84117
VIL_0786,KL_PANCH_0786,9.72229,76.83958
VIL_0787,KL_PANCH_0787,9.63917,76.47885
VIL_0788,KL_PANCH_0788,9.67685,76.4942
VIL_0789,KL_PANCH_0789,9.66469,76.5343
VIL_0790,KL_PANCH_0790,9.65927,76.56774
VIL_0791,KL_PANCH_0791,9.63011,76.59693
VIL_0792,KL_PANCH_0792,9.63113,76.66567
VIL_0793,KL_PANCH_0793,9.59792,76.68386
VIL_0794,KL_PANCH_0794,9.59531,76.64889
VIL_0795,KL_PANCH_0795,9.60159,76.60002
VIL_0796,KL_PANCH_0796,9.56816,76.63044
VIL_0797,KL_PANCH_0797,9.55426,76.61099
VIL_0798,KL_PANCH_0798,9.55515,76.58954
VIL_0799,KL_PANCH_0799,9.54252,76.54099
VIL_0800,KL_PANCH_0800,9.59969,76.55906
VIL_0801,KL_PANCH_0801,9.61849,76.47392
VIL_0802,KL_PANCH_0802,9.60426,76.43975
VIL_0803,KL_PANCH_0803,9.49589,76.52819
VIL_0804,KL_PANCH_0804,9.46846,76.54034
VIL_0805,KL_PANCH_0805,9.45098,76.54057
VIL_0806,KL_PANCH_0806,9.42548,76.54765
VIL_0807,KL_PANCH_0807,9.45152,76.57485
VIL_0808,KL_PANCH_0808,9.47985,76.59269
VIL_0809,KL_PANCH_0809,9.51563,76.59088
VIL_0810,KL_PANCH_0810,9.49859,76.62305
VIL_0811,KL_PANCH_0811,9.50228,76.66844
VIL_0812,KL_PANCH_0812,9.52249,76.69915
VIL_0813,KL_PANCH_0813,9.48985,76.72133
VIL_0814,KL_PANCH_0814,9.47033,76.78049
VIL_0815,KL_PANCH_0815,9.47769,76.85667
VIL_0816,KL_PANCH_0816,9.4864,76.95647
VIL_0817,KL_PANCH_0817,9.50185,76.88176
VIL_0818,KL_PANCH_0818,9.54263,76.80637
VIL_0819,KL_PANCH_0819,9.57309,76.83344
VIL_0820,KL_PANCH_0820,9.61191,76.88661
VIL_0821,KL_PANCH_0821,9.54479,76.75925
VIL_0822,KL_PANCH_0822,9.6146,76.74247
VIL_0823,KL_PANCH_0823,9.54802,76.7091
VIL_0824,KL_PANCH_0824,9.58287,76.4838
VIL_0825,KL_PANCH_0825,9.06681,76.4975
VIL_0826,KL_PANCH_0826,9.08772,76.51635
VIL_0827,KL_PANCH_0827,9.11839,76.52691
VIL_0828,KL_PANCH_0828,9.10868,76.49421
VIL_0829,KL_PANCH_0829,9.04821,76.52327
VIL_0830,KL_PANCH_0830,9.06433,76.56097
VIL_0831,KL_PANCH_0831,9.10102,76.56626
VIL_0832,KL_PANCH_0832,9.01723,76.5377
VIL_0833,KL_PANCH_0833,9.01017,76.57756
VIL_0834,KL_PANCH_0834,8.9849,76.54293
VIL_0835,KL_PANCH_0835,8.96429,76.55751
VIL_0836,KL_PANCH_0836,8.94988,76.53588
VIL_0837,KL_PANCH_0837,9.1084,76.61835
VIL_0838,KL_PANCH_0838,9.0765,76.6099
VIL_0839,KL_PANCH_0839,9.04999,76.64121
VIL_0840,KL_PANCH_0840,9.03777,76.58684
VIL_0841,KL_PANCH_0841,9.02235,76.62334
VIL_0842,KL_PANCH_0842,9.0033,76.64612
VIL_0843,KL_PANCH_0843,8.98975,76.60948
VIL_0844,KL_PANCH_0844,8.98772,76.6495
VIL_0845,KL_PANCH_0845,8.98125,76.67874
VIL_0846,KL_PANCH_0846,8.94218,76.59096
VIL_0847,KL_PANCH_0847,8.94757,76.61807
VIL_0848,KL_PANCH_0848,8.95173,76.64231
VIL_0849,KL_PANCH_0849,8.94647,76.68225
VIL_0850,KL_PANCH_0850,8.91947,76.65742
VIL_0851,KL_PANCH_0851,8.89593,76.65793
VIL_0852,KL_PANCH_0852,8.90928,76.70124
VIL_0853,KL_PANCH_0853,8.87359,76.7018
VIL_0854,KL_PANCH_0854,8.85426,76.6482
VIL_0855,KL_PANCH_0855,8.81822,76.6719
VIL_0856,KL_PANCH_0856,8.80787,76.69564
VIL_0857,KL_PANCH_0857,8.83258,76.71602
VIL_0858,KL_PANCH_0858,8.85908,76.71453
VIL_0859,KL_PANCH_0859,8.83454,76.75168
VIL_0860,KL_PANCH_0860,9.05488,76.74059
VIL_0861,KL_PANCH_0861,9.03513,76.775
VIL_0862,KL_PANCH_0862,9.00827,76.73371
VIL_0863,KL_PANCH_0863,9.02955,76.69996
VIL_0864,KL_PANCH_0864,8.98409,76.71538
VIL_0865,KL_PANCH_0865,8.99067,76.77328
VIL_0866,KL_PANCH_0866,9.00587,76.82683
VIL_0867,KL_PANCH_0867,8.98409,76.83631
VIL_0868,KL_PANCH_0868,8.95085,76.81172
VIL_0869,KL_PANCH_0869,8.9486,76.72444
VIL_0870,KL_PANCH_0870,8.93653,76.76952
VIL_0871,KL_PANCH_0871,8.90024,76.81696
VIL_0872,KL_PANCH_0872,8.89312,76.75716
VIL_0873,KL_PANCH_0873,8.87906,76.79614
VIL_0874,KL_PANCH_0874,8.85994,76.85817
VIL_0875,KL_PANCH_0875,8.83017,76.86997
VIL_0876,KL_PANCH_0876,8.87549,76.91704
VIL_0877,KL_PANCH_0877,8.83555,76.91733
VIL_0878,KL_PANCH_0878,8.79733,76.92467
VIL_0879,KL_PANCH_0879,8.80477,76.98317
VIL_0880,KL_PANCH_0880,9.07417,76.81091
VIL_0881,KL_PANCH_0881,9.05482,76.85251
VIL_0882,KL_PANCH_0882,9.02979,76.88155
VIL_0883,KL_PANCH_0883,9.09509,76.87775
VIL_0884,KL_PANCH_0884,9.08633,76.94006
VIL_0885,KL_PANCH_0885,9.01223,76.93109
VIL_0886,KL_PANCH_0886,8.98234,76.91834
VIL_0887,KL_PANCH_0887,8.92631,76.87035
VIL_0888,KL_PANCH_0888,8.94845,76.91347
VIL_0889,KL_PANCH_0889,8.94568,76.95805
VIL_0890,KL_PANCH_0890,8.89514,76.96041
VIL_0891,KL_PANCH_0891,8.92416,77.07838
VIL_0892,KL_PANCH_0892,9.0344,77.03577
VIL_0893,KL_PANCH_0893,9.04058,77.11858
VIL_0894,KL_PANCH_0894,9.0895,76.65438
VIL_0895,KL_PANCH_0895,9.09032,76.81424
VIL_0896,KL_PANCH_0896,9.06652,76.68754
VIL_0897,KL_PANCH_0897,8.83608,76.80048
VIL_0898,KL_PANCH_0898,8.81427,76.81809
VIL_0899,KL_PANCH_0899,8.78806,76.78848
VIL_0900,KL_PANCH_0900,8.74134,76.82221
VIL_0901,KL_PANCH_0901,8.76074,76.7495
VIL_0902,KL_PANCH_0902,8.77912,76.71871
VIL_0903,KL_PANCH_0903,8.76548,76.69217
VIL_0904,KL_PANCH_0904,8.74445,76.71459
VIL_0905,KL_PANCH_0905,8.71592,76.73446
VIL_0906,KL_PANCH_0906,8.7214,76.75377
VIL_0907,KL_PANCH_0907,8.73874,76.77498
VIL_0908,KL_PANCH_0908,8.72107,76.77601
VIL_0909,KL_PANCH_0909,8.77625,76.86154
VIL_0910,KL_PANCH_0910,8.78534,76.89322
VIL_0911,KL_PANCH_0911,8.74187,76.89022
VIL_0912,KL_PANCH_0912,8.75356,76.84092
VIL_0913,KL_PANCH_0913,8.69169,76.86044
VIL_0914,KL_PANCH_0914,8.69662,76.81824
VIL_0915,KL_PANCH_0915,8.66927,76.80757
VIL_0916,KL_PANCH_0916,8.68992,76.76038
VIL_0917,KL_PANCH_0917,8.65539,76.78467
VIL_0918,KL_PANCH_0918,8.63733,76.8114
VIL_0919,KL_PANCH_0919,8.68728,76.78409
VIL_0920,KL_PANCH_0920,8.68733,76.75004
VIL_0921,KL_PANCH_0921,8.63636,76.8419
VIL_0922,KL_PANCH_0922,8.62934,76.88129
VIL_0923,KL_PANCH_0923,8.60784,76.85632
VIL_0924,KL_PANCH_0924,8.5838,76.83824
VIL_0925,KL_PANCH_0925,8.75077,76.9881
VIL_0926,KL_PANCH_0926,8.73337,77.07595
VIL_0927,KL_PANCH_0927,8.67915,77.09534
VIL_0928,KL_PANCH_0928,8.60388,77.10671
VIL_0929,KL_PANCH_0929,8.56643,77.0509
VIL_0930,KL_PANCH_0930,8.60993,77.05961
VIL_0931,KL_PANCH_0931,8.64403,77.06271
VIL_0932,KL_PANCH_0932,8.70678,77.02217
VIL_0933,KL_PANCH_0933,8.71901,76.92117
VIL_0934,KL_PANCH_0934,8.69558,76.90474
VIL_0935,KL_PANCH_0935,8.69074,76.94965
VIL_0936,KL_PANCH_0936,8.65504,76.91362
VIL_0937,KL_PANCH_0937,8.62458,76.94149
VIL_0938,KL_PANCH_0938,8.67466,76.99389
VIL_0939,KL_PANCH_0939,8.6418,77.00449
VIL_0940,KL_PANCH_0940,8.61349,77.00022
VIL_0941,KL_PANCH_0941,8.57718,76.96822
VIL_0942,KL_PANCH_0942,8.56909,77.01625
VIL_0943,KL_PANCH_0943,8.57748,77.16882
VIL_0944,KL_PANCH_0944,8.53782,77.17671
VIL_0945,KL_PANCH_0945,8.51083,77.18022
VIL_0946,KL_PANCH_0946,8.49497,77.14167
VIL_0947,KL_PANCH_0947,8.45238,77.18182
VIL_0948,KL_PANCH_0948,8.47063,77.12975
VIL_0949,KL_PANCH_0949,8.49418,77.09083
VIL_0950,KL_PANCH_0950,8.53195,77.0897
VIL_0951,KL_PANCH_0951,8.52311,77.03186
VIL_0952,KL_PANCH_0952,8.49676,77.01505
VIL_0953,KL_PANCH_0953,8.46825,77.07504
VIL_0954,KL_PANCH_0954,8.48545,77.0376
VIL_0955,KL_PANCH_0955,8.4471,77.0281
VIL_0956,KL_PANCH_0956,8.43408,76.99789
VIL_0957,KL_PANCH_0957,8.40329,77.00199
VIL_0958,KL_PANCH_0958,8.37456,77.02827
VIL_0959,KL_PANCH_0959,8.42322,77.04817
VIL_0960,KL_PANCH_0960,8.4123,77.08587
VIL_0961,KL_PANCH_0961,8.39582,77.06226
VIL_0962,KL_PANCH_0962,8.35491,77.04804
VIL_0963,KL_PANCH_0963,8.36079,77.07393
VIL_0964,KL_PANCH_0964,8.33395,77.0753
VIL_0965,KL_PANCH_0965,8.33737,77.04726
VIL_0966,KL_PANCH_0966,8.32729,77.09351
VIL_0967,KL_PANCH_0967,8.3275,77.11746
VIL_0968,KL_PANCH_0968,8.36057,77.14692
VIL_0969,KL_PANCH_0969,8.36284,77.10889
VIL_0970,KL_PANCH_0970,8.39665,77.12993
VIL_0971,KL_PANCH_0971,8.42426,77.15403
VIL_0972,KL_PANCH_0972,8.42655,77.12161
VIL_0973,KL_PANCH_0973,9.34294,76.50855
VIL_0974,KL_PANCH_0974,9.34249,76.52542
VIL_0975,KL_PANCH_0975,9.36956,76.54006
VIL_0976,KL_PANCH_0976,9.39746,76.54206
VIL_0977,KL_PANCH_0977,9.38485,76.57262
VIL_0978,KL_PANCH_0978,9.36111,76.58914
VIL_0979,KL_PANCH_0979,9.36745,76.62132
VIL_0980,KL_PANCH_0980,9.40498,76.61379
VIL_0981,KL_PANCH_0981,9.4436,76.61106
VIL_0982,KL_PANCH_0982,9.41412,76.64611
VIL_0983,KL_PANCH_0983,9.46402,76.67817
VIL_0984,KL_PANCH_0984,9.44288,76.66034
VIL_0985,KL_PANCH_0985,9.39931,76.66357
VIL_0986,KL_PANCH_0986,9.41616,76.70593
VIL_0987,KL_PANCH_0987,9.44849,76.72312
VIL_0988,KL_PANCH_0988,9.42115,76.74912
VIL_0989,KL_PANCH_0989,9.35655,76.66243
VIL_0990,KL_PANCH_0990,9.35377,76.69564
VIL_0991,KL_PANCH_0991,9.37286,76.73607
VIL_0992,KL_PANCH_0992,9.34044,76.76118
VIL_0993,KL_PANCH_0993,9.34813,76.79484
VIL_0994,KL_PANCH_0994,9.4001,76.77253
VIL_0995,KL_PANCH_0995,9.40646,76.80385
VIL_0996,KL_PANCH_0996,9.40077,76.84271
VIL_0997,KL_PANCH_0997,9.43068,76.85546
VIL_0998,KL_PANCH_0998,9.31512,76.92349
