village_id,elevation,land_cover,dist_to_water
VIL_0526,1265.2,evergreen_forest,22001.1
VIL_0527,601.6,plantation_rubber_tea_spices,15707.6
VIL_0528,515.4,plantation_rubber_tea_spices,9300.0
VIL_0529,469.6,plantation_rubber_tea_spices,7184.5
VIL_0530,441.3,plantation_rubber_tea_spices,1686.7
VIL_0531,342.3,mixed_agroforestry,5965.5
VIL_0532,381.9,plantation_rubber_tea_spices,3000.3
VIL_0533,336.4,mixed_agroforestry,8643.7
VIL_0534,284.6,mixed_agroforestry,13519.0
VIL_0535,292.8,mixed_agroforestry,13322.3
VIL_0536,279.8,mixed_agroforestry,15973.2
VIL_0537,273.0,mixed_agroforestry,17594.7
VIL_0538,248.0,mixed_agroforestry,19455.9
VIL_0539,207.4,mixed_agroforestry,23314.8
VIL_0540,267.0,mixed_agroforestry,18581.5
VIL_0541,232.8,mixed_agroforestry,20972.5
VIL_0542,248.7,mixed_agroforestry,16737.6
VIL_0543,218.4,mixed_agroforestry,21206.9
VIL_0544,306.0,mixed_agroforestry,9706.7
VIL_0545,354.2,plantation_rubber_tea_spices,8344.9
VIL_0546,378.3,plantation_rubber_tea_spices,8037.7
VIL_0547,390.5,plantation_rubber_tea_spices,6813.6
VIL_0548,461.3,plantation_rubber_tea_spices,9616.7
VIL_0549,531.7,plantation_rubber_tea_spices,13667.0
VIL_0550,508.5,plantation_rubber_tea_spices,15761.9
VIL_0551,574.8,plantation_rubber_tea_spices,18939.7
VIL_0552,561.8,plantation_rubber_tea_spices,20663.2
VIL_0553,1285.2,evergreen_forest,25499.3
VIL_0554,589.4,plantation_rubber_tea_spices,25320.1
VIL_0555,528.8,plantation_rubber_tea_spices,21574.4
VIL_0556,583.3,plantation_rubber_tea_spices,27093.7
VIL_0557,504.0,plantation_rubber_tea_spices,23466.6
VIL_0558,466.1,plantation_rubber_tea_spices,18371.0
VIL_0559,464.1,plantation_rubber_tea_spices,15354.9
VIL_0560,408.5,plantation_rubber_tea_spices,19323.9
VIL_0561,353.1,plantation_rubber_tea_spices,13956.4
VIL_0562,280.9,mixed_agroforestry,17568.8
VIL_0563,336.8,mixed_agroforestry,12206.6
VIL_0564,292.2,mixed_agroforestry,13992.8
VIL_0565,282.3,mixed_agroforestry,13392.1
VIL_0566,214.2,mixed_agroforestry,19369.3
VIL_0567,205.8,mixed_agroforestry,20754.2
VIL_0568,156.6,mixed_agroforestry,23848.8
VIL_0569,178.5,mixed_agroforestry,20522.3
VIL_0570,141.6,mixed_agroforestry,25086.5
VIL_0571,142.7,mixed_agroforestry,24124.8
VIL_0572,128.2,mixed_agroforestry,20689.8
VIL_0573,130.9,mixed_agroforestry,22779.9
VIL_0574,105.6,mixed_agroforestry,22953.1
VIL_0575,140.7,mixed_agroforestry,18638.0
VIL_0576,87.8,mixed_agroforestry,17551.8
VIL_0577,86.5,mixed_agroforestry,15153.6
VIL_0578,108.9,mixed_agroforestry,11924.3
VIL_0579,109.3,mixed_agroforestry,16806.5
VIL_0580,185.6,mixed_agroforestry,17649.9
VIL_0581,205.7,mixed_agroforestry,18513.2
VIL_0582,126.3,mixed_agroforestry,9948.3
VIL_0583,142.1,mixed_agroforestry,4169.1
VIL_0584,139.4,mixed_agroforestry,6449.2
VIL_0585,150.8,mixed_agroforestry,10468.3
VIL_0586,171.3,mixed_agroforestry,12294.8
VIL_0587,162.7,mixed_agroforestry,13299.4
VIL_0588,132.9,mixed_agroforestry,24149.6
VIL_0589,189.2,mixed_agroforestry,13964.4
VIL_0590,205.5,mixed_agroforestry,17858.0
VIL_0591,196.3,mixed_agroforestry,13320.3
VIL_0592,186.1,mixed_agroforestry,11335.2
VIL_0593,223.7,mixed_agroforestry,19506.3
VIL_0594,284.0,mixed_agroforestry,19559.9
VIL_0595,269.5,mixed_agroforestry,17366.1
VIL_0596,202.3,mixed_agroforestry,9730.3
VIL_0597,206.3,mixed_agroforestry,11177.2
VIL_0598,204.6,mixed_agroforestry,11273.9
VIL_0599,146.1,mixed_agroforestry,10813.9
VIL_0600,166.4,mixed_agroforestry,10359.1
VIL_0601,220.0,mixed_agroforestry,16513.6
VIL_0602,219.5,mixed_agroforestry,16400.7
VIL_0603,244.7,mixed_agroforestry,19243.3
VIL_0604,273.9,mixed_agroforestry,21802.2
VIL_0605,283.2,mixed_agroforestry,23157.4
VIL_0606,355.1,plantation_rubber_tea_spices,29408.4
VIL_0607,330.2,mixed_agroforestry,24310.6
VIL_0608,260.8,mixed_agroforestry,19063.0
VIL_0609,312.0,mixed_agroforestry,22758.1
VIL_0610,292.7,mixed_agroforestry,19700.4
VIL_0611,370.2,plantation_rubber_tea_spices,24845.7
VIL_0612,378.4,plantation_rubber_tea_spices,27289.0
VIL_0613,404.1,plantation_rubber_tea_spices,28188.7
VIL_0614,452.0,plantation_rubber_tea_spices,31675.0
VIL_0615,478.3,plantation_rubber_tea_spices,29616.4
VIL_0616,463.4,plantation_rubber_tea_spices,24883.0
VIL_0617,411.8,plantation_rubber_tea_spices,22059.9
VIL_0618,426.7,plantation_rubber_tea_spices,31373.6
VIL_0619,2164.3,evergreen_forest,52111.8
VIL_0620,2274.1,evergreen_forest,51736.2
VIL_0621,2385.5,evergreen_forest,49370.7
VIL_0622,2223.6,evergreen_forest,37066.9
VIL_0623,2052.7,evergreen_forest,31442.4
VIL_0624,1790.4,evergreen_forest,31271.1
VIL_0625,1603.1,evergreen_forest,26907.6
VIL_0626,1954.7,evergreen_forest,21860.4
VIL_0627,1927.5,evergreen_forest,17211.1
VIL_0628,2154.9,evergreen_forest,23156.5
VIL_0629,2264.4,evergreen_forest,31483.7
VIL_0630,2286.8,evergreen_forest,29981.8
VIL_0631,2203.2,evergreen_forest,25224.6
VIL_0632,2063.5,evergreen_forest,17668.3
VIL_0633,1987.6,evergreen_forest,13307.5
VIL_0634,2173.3,evergreen_forest,22459.7
VIL_0635,2164.6,evergreen_forest,21672.2
VIL_0636,2106.2,evergreen_forest,21668.5
VIL_0637,1923.8,evergreen_forest,8706.3
VIL_0638,1674.5,evergreen_forest,13023.7
VIL_0639,1432.6,evergreen_forest,24408.8
VIL_0640,1454.0,evergreen_forest,20263.1
VIL_0641,1330.3,evergreen_forest,25842.7
VIL_0642,1706.1,evergreen_forest,3367.1
VIL_0643,1539.5,evergreen_forest,14672.0
VIL_0644,1781.7,evergreen_forest,2539.3
VIL_0645,1840.4,evergreen_forest,7258.0
VIL_0646,1944.2,evergreen_forest,12848.2
VIL_0647,2044.7,evergreen_forest,22063.6
VIL_0648,2114.2,evergreen_forest,26761.5
VIL_0649,1930.3,evergreen_forest,25266.0
VIL_0650,1438.5,evergreen_forest,26329.1
VIL_0651,1225.8,evergreen_forest,20285.7
VIL_0652,1864.0,evergreen_forest,17611.7
VIL_0653,1787.0,evergreen_forest,16094.8
VIL_0654,1600.4,evergreen_forest,15291.7
VIL_0655,1571.5,evergreen_forest,45660.6
VIL_0656,1332.1,evergreen_forest,33589.1
VIL_0657,1056.8,plantation_rubber_tea_spices,36979.4
VIL_0658,946.4,plantation_rubber_tea_spices,30574.6
VIL_0659,1170.1,evergreen_forest,31838.0
VIL_0660,1082.5,plantation_rubber_tea_spices,22164.8
VIL_0661,1470.4,evergreen_forest,11529.8
VIL_0662,1388.3,evergreen_forest,16041.9
VIL_0663,1299.4,evergreen_forest,19103.4
VIL_0664,1195.5,evergreen_forest,25616.1
VIL_0665,1106.2,evergreen_forest,29362.0
VIL_0666,551.5,plantation_rubber_tea_spices,33482.7
VIL_0667,576.9,plantation_rubber_tea_spices,30120.5
VIL_0668,1220.7,evergreen_forest,25203.9
VIL_0669,1190.8,evergreen_forest,29366.4
VIL_0670,1170.6,evergreen_forest,28140.1
VIL_0671,279.6,mixed_agroforestry,23780.7
VIL_0672,167.2,mixed_agroforestry,13779.6
VIL_0673,192.8,mixed_agroforestry,16306.1
VIL_0674,226.7,mixed_agroforestry,17607.8
VIL_0675,208.2,mixed_agroforestry,19014.9
VIL_0676,160.0,mixed_agroforestry,16912.9
VIL_0677,163.0,mixed_agroforestry,18771.4
VIL_0678,209.5,mixed_agroforestry,21571.9
VIL_0679,181.2,mixed_agroforestry,21229.4
VIL_0680,194.2,mixed_agroforestry,20883.8
VIL_0681,204.9,mixed_agroforestry,16449.5
VIL_0682,205.1,mixed_agroforestry,15840.6
VIL_0683,199.2,mixed_agroforestry,18218.6
VIL_0684,184.1,mixed_agroforestry,15534.9
VIL_0685,159.1,mixed_agroforestry,12626.1
VIL_0686,204.9,mixed_agroforestry,11647.8
VIL_0687,232.8,mixed_agroforestry,8519.4
VIL_0688,230.6,mixed_agroforestry,5148.9
VIL_0689,213.2,mixed_agroforestry,6542.7
VIL_0690,165.9,mixed_agroforestry,10369.0
VIL_0691,203.7,mixed_agroforestry,7114.8
VIL_0692,205.0,mixed_agroforestry,6569.0
VIL_0693,202.3,mixed_agroforestry,4479.1
VIL_0694,206.8,mixed_agroforestry,3235.5
VIL_0695,215.0,mixed_agroforestry,5271.3
VIL_0696,214.6,mixed_agroforestry,7416.4
VIL_0697,210.2,mixed_agroforestry,10129.4
VIL_0698,209.2,mixed_agroforestry,13471.8
VIL_0699,237.8,mixed_agroforestry,18455.9
VIL_0700,269.9,mixed_agroforestry,7800.8
VIL_0701,284.8,mixed_agroforestry,12656.5
VIL_0702,292.9,mixed_agroforestry,14718.6
VIL_0703,314.3,mixed_agroforestry,16117.1
VIL_0704,259.8,mixed_agroforestry,10025.6
VIL_0705,283.0,mixed_agroforestry,14008.8
VIL_0706,329.0,mixed_agroforestry,18135.3
VIL_0707,323.7,mixed_agroforestry,18593.8
VIL_0708,359.8,plantation_rubber_tea_spices,18527.1
VIL_0709,275.8,mixed_agroforestry,17881.4
VIL_0710,342.2,mixed_agroforestry,20282.1
VIL_0711,367.9,plantation_rubber_tea_spices,17182.0
VIL_0712,310.8,mixed_agroforestry,19916.5
VIL_0713,294.0,mixed_agroforestry,22527.1
VIL_0714,281.9,mixed_agroforestry,22903.9
VIL_0715,276.1,mixed_agroforestry,26611.5
VIL_0716,284.4,mixed_agroforestry,25446.5
VIL_0717,292.9,mixed_agroforestry,22017.6
VIL_0718,318.9,mixed_agroforestry,20069.2
VIL_0719,287.0,mixed_agroforestry,25884.4
VIL_0720,304.5,mixed_agroforestry,28900.0
VIL_0721,306.8,mixed_agroforestry,24341.3
VIL_0722,332.2,mixed_agroforestry,25720.1
VIL_0723,336.3,mixed_agroforestry,28058.7
VIL_0724,336.0,mixed_agroforestry,21948.3
VIL_0725,364.0,plantation_rubber_tea_spices,23760.0
VIL_0726,368.7,plantation_rubber_tea_spices,25544.4
VIL_0727,335.6,mixed_agroforestry,24646.3
VIL_0728,383.1,plantation_rubber_tea_spices,24054.8
VIL_0729,389.5,plantation_rubber_tea_spices,14299.7
VIL_0730,447.1,plantation_rubber_tea_spices,11354.7
VIL_0731,452.4,plantation_rubber_tea_spices,6951.6
VIL_0732,454.2,plantation_rubber_tea_spices,8217.8
VIL_0733,495.8,plantation_rubber_tea_spices,4732.7
VIL_0734,506.5,plantation_rubber_tea_spices,7295.3
VIL_0735,486.9,plantation_rubber_tea_spices,8333.4
VIL_0736,476.3,plantation_rubber_tea_spices,8817.0
VIL_0737,477.4,plantation_rubber_tea_spices,10581.8
VIL_0738,506.8,plantation_rubber_tea_spices,11183.8
VIL_0739,377.6,plantation_rubber_tea_spices,16452.0
VIL_0740,377.1,plantation_rubber_tea_spices,19553.6
VIL_0741,403.0,plantation_rubber_tea_spices,16610.7
VIL_0742,445.3,plantation_rubber_tea_spices,14689.3
VIL_0743,399.5,plantation_rubber_tea_spices,18183.1
VIL_0744,406.1,plantation_rubber_tea_spices,21719.7
VIL_0745,453.4,plantation_rubber_tea_spices,21457.6
VIL_0746,470.5,plantation_rubber_tea_spices,22124.2
VIL_0747,561.3,plantation_rubber_tea_spices,18660.7
VIL_0748,524.6,plantation_rubber_tea_spices,16956.8
VIL_0749,449.5,plantation_rubber_tea_spices,18580.3
VIL_0750,291.8,mixed_agroforestry,24562.2
VIL_0751,330.2,mixed_agroforestry,25503.5
VIL_0752,389.1,plantation_rubber_tea_spices,25392.8
VIL_0753,272.6,mixed_agroforestry,21554.5
VIL_0754,258.5,mixed_agroforestry,18637.5
VIL_0755,235.0,mixed_agroforestry,16851.9
VIL_0756,306.3,mixed_agroforestry,20380.7
VIL_0757,360.3,plantation_rubber_tea_spices,21000.2
VIL_0758,374.1,plantation_rubber_tea_spices,18497.1
VIL_0759,340.3,mixed_agroforestry,14955.2
VIL_0760,243.7,mixed_agroforestry,12330.4
VIL_0761,263.8,mixed_agroforestry,13277.1
VIL_0762,286.0,mixed_agroforestry,8820.1
VIL_0763,489.7,plantation_rubber_tea_spices,34382.6
VIL_0764,480.2,plantation_rubber_tea_spices,31060.4
VIL_0765,537.9,plantation_rubber_tea_spices,34986.8
VIL_0766,1071.2,plantation_rubber_tea_spices,29038.7
VIL_0767,1160.3,evergreen_forest,24336.8
VIL_0768,1235.2,evergreen_forest,21772.4
VIL_0769,1080.2,plantation_rubber_tea_spices,28004.0
VIL_0770,1026.0,plantation_rubber_tea_spices,30041.3
VIL_0771,599.5,plantation_rubber_tea_spices,33737.3
VIL_0772,583.5,plantation_rubber_tea_spices,33333.4
VIL_0773,463.7,plantation_rubber_tea_spices,28203.1
VIL_0774,403.8,plantation_rubber_tea_spices,24406.9
VIL_0775,417.6,plantation_rubber_tea_spices,20998.2
VIL_0776,462.9,plantation_rubber_tea_spices,25651.7
VIL_0777,488.3,plantation_rubber_tea_spices,25318.6
VIL_0778,562.0,plantation_rubber_tea_spices,30675.5
VIL_0779,551.7,plantation_rubber_tea_spices,30486.3
VIL_0780,638.3,plantation_rubber_tea_spices,33453.7
VIL_0781,737.1,plantation_rubber_tea_spices,30274.6
VIL_0782,784.6,plantation_rubber_tea_spices,26257.2
VIL_0783,867.6,plantation_rubber_tea_spices,24655.7
VIL_0784,740.5,plantation_rubber_tea_spices,27069.6
VIL_0785,1281.7,evergreen_forest,21717.0
VIL_0786,1316.1,evergreen_forest,20146.8
VIL_0787,310.2,mixed_agroforestry,9679.7
VIL_0788,338.7,mixed_agroforestry,13403.9
VIL_0789,405.0,plantation_rubber_tea_spices,16386.2
VIL_0790,458.0,plantation_rubber_tea_spices,19534.4
VIL_0791,479.9,plantation_rubber_tea_spices,21848.1
VIL_0792,544.9,plantation_rubber_tea_spices,29331.1
VIL_0793,592.6,plantation_rubber_tea_spices,27816.5
VIL_0794,547.8,plantation_rubber_tea_spices,27277.5
VIL_0795,474.3,plantation_rubber_tea_spices,21930.4
VIL_0796,530.8,plantation_rubber_tea_spices,24353.0
VIL_0797,490.2,plantation_rubber_tea_spices,23112.2
VIL_0798,445.6,plantation_rubber_tea_spices,21372.1
VIL_0799,388.9,plantation_rubber_tea_spices,16728.3
VIL_0800,420.2,plantation_rubber_tea_spices,17439.0
VIL_0801,316.4,mixed_agroforestry,8360.9
VIL_0802,293.7,mixed_agroforestry,4383.7
VIL_0803,392.0,plantation_rubber_tea_spices,18210.0
VIL_0804,418.1,plantation_rubber_tea_spices,17838.6
VIL_0805,415.1,plantation_rubber_tea_spices,16437.5
VIL_0806,411.0,plantation_rubber_tea_spices,14018.5
VIL_0807,462.4,plantation_rubber_tea_spices,13978.4
VIL_0808,479.1,plantation_rubber_tea_spices,15748.0
VIL_0809,462.9,plantation_rubber_tea_spices,19525.6
VIL_0810,499.4,plantation_rubber_tea_spices,16784.8
VIL_0811,558.3,plantation_rubber_tea_spices,17053.2
VIL_0812,612.2,plantation_rubber_tea_spices,19923.3
VIL_0813,658.3,plantation_rubber_tea_spices,17408.2
VIL_0814,746.6,plantation_rubber_tea_spices,19594.2
VIL_0815,852.5,plantation_rubber_tea_spices,26750.3
VIL_0816,1067.7,plantation_rubber_tea_spices,36881.5
VIL_0817,916.2,plantation_rubber_tea_spices,30519.0
VIL_0818,793.5,plantation_rubber_tea_spices,27440.4
VIL_0819,850.7,plantation_rubber_tea_spices,31940.3
VIL_0820,925.9,plantation_rubber_tea_spices,28007.5
VIL_0821,685.4,plantation_rubber_tea_spices,24753.6
VIL_0822,686.7,plantation_rubber_tea_spices,31121.0
VIL_0823,619.4,plantation_rubber_tea_spices,22953.2
VIL_0824,355.0,plantation_rubber_tea_spices,9383.2
VIL_0825,352.8,plantation_rubber_tea_spices,17187.9
VIL_0826,372.0,plantation_rubber_tea_spices,17857.8
VIL_0827,391.9,plantation_rubber_tea_spices,20371.9
VIL_0828,330.2,mixed_agroforestry,21125.6
VIL_0829,380.7,plantation_rubber_tea_spices,13793.8
VIL_0830,425.2,plantation_rubber_tea_spices,13416.1
VIL_0831,456.5,plantation_rubber_tea_spices,17196.6
VIL_0832,384.6,plantation_rubber_tea_spices,10134.3
VIL_0833,425.7,plantation_rubber_tea_spices,7130.1
VIL_0834,399.5,plantation_rubber_tea_spices,7372.4
VIL_0835,431.9,plantation_rubber_tea_spices,4930.1
VIL_0836,407.0,plantation_rubber_tea_spices,7043.0
VIL_0837,491.8,plantation_rubber_tea_spices,17728.2
VIL_0838,488.0,plantation_rubber_tea_spices,14108.1
VIL_0839,541.3,plantation_rubber_tea_spices,12004.3
VIL_0840,443.4,plantation_rubber_tea_spices,9866.0
VIL_0841,516.9,plantation_rubber_tea_spices,8443.5
VIL_0842,555.9,plantation_rubber_tea_spices,7796.5
VIL_0843,487.2,plantation_rubber_tea_spices,4541.0
VIL_0844,550.9,plantation_rubber_tea_spices,6866.7
VIL_0845,585.4,plantation_rubber_tea_spices,9320.5
VIL_0846,477.9,plantation_rubber_tea_spices,1319.9
VIL_0847,492.8,plantation_rubber_tea_spices,2003.1
VIL_0848,514.2,plantation_rubber_tea_spices,4651.3
VIL_0849,575.0,plantation_rubber_tea_spices,9043.0
VIL_0850,529.2,plantation_rubber_tea_spices,7162.9
VIL_0851,544.5,plantation_rubber_tea_spices,8742.7
VIL_0852,616.1,plantation_rubber_tea_spices,12007.4
VIL_0853,615.2,plantation_rubber_tea_spices,13400.3
VIL_0854,561.2,plantation_rubber_tea_spices,8020.9
VIL_0855,586.8,plantation_rubber_tea_spices,12212.5
VIL_0856,608.3,plantation_rubber_tea_spices,15025.4
VIL_0857,624.4,plantation_rubber_tea_spices,15847.3
VIL_0858,624.9,plantation_rubber_tea_spices,14962.1
VIL_0859,668.9,plantation_rubber_tea_spices,19527.9
VIL_0860,665.8,plantation_rubber_tea_spices,19349.6
VIL_0861,719.2,plantation_rubber_tea_spices,21424.6
VIL_0862,643.3,plantation_rubber_tea_spices,16051.5
VIL_0863,613.1,plantation_rubber_tea_spices,14098.6
VIL_0864,632.6,plantation_rubber_tea_spices,13227.6
VIL_0865,720.4,plantation_rubber_tea_spices,19562.1
VIL_0866,837.9,plantation_rubber_tea_spices,25676.2
VIL_0867,840.5,plantation_rubber_tea_spices,26230.7
VIL_0868,777.5,plantation_rubber_tea_spices,23255.7
VIL_0869,665.6,plantation_rubber_tea_spices,13669.5
VIL_0870,736.8,plantation_rubber_tea_spices,18680.7
VIL_0871,790.3,plantation_rubber_tea_spices,24466.6
VIL_0872,706.5,plantation_rubber_tea_spices,18386.1
VIL_0873,766.2,plantation_rubber_tea_spices,22944.9
VIL_0874,885.7,plantation_rubber_tea_spices,30077.2
VIL_0875,901.0,plantation_rubber_tea_spices,32337.1
VIL_0876,972.7,plantation_rubber_tea_spices,35799.5
VIL_0877,958.4,plantation_rubber_tea_spices,37111.6
VIL_0878,995.5,plantation_rubber_tea_spices,35325.7
VIL_0879,1116.4,evergreen_forest,36423.3
VIL_0880,784.7,plantation_rubber_tea_spices,26965.6
VIL_0881,869.7,plantation_rubber_tea_spices,30081.7
VIL_0882,913.0,plantation_rubber_tea_spices,32170.0
VIL_0883,906.7,plantation_rubber_tea_spices,34506.1
VIL_0884,1040.3,plantation_rubber_tea_spices,40305.0
VIL_0885,985.6,plantation_rubber_tea_spices,37016.7
VIL_0886,978.7,plantation_rubber_tea_spices,35149.7
VIL_0887,886.8,plantation_rubber_tea_spices,29813.1
VIL_0888,993.9,plantation_rubber_tea_spices,34432.4
VIL_0889,1070.2,plantation_rubber_tea_spices,39331.8
VIL_0890,1069.0,plantation_rubber_tea_spices,40058.0
VIL_0891,1333.4,evergreen_forest,51677.4
VIL_0892,1239.9,evergreen_forest,48771.3
VIL_0893,1393.7,evergreen_forest,57838.0
VIL_0894,529.4,plantation_rubber_tea_spices,16621.6
VIL_0895,780.9,plantation_rubber_tea_spices,28231.3
VIL_0896,594.7,plantation_rubber_tea_spices,16133.7
VIL_0897,781.2,plantation_rubber_tea_spices,24711.2
VIL_0898,814.2,plantation_rubber_tea_spices,27161.3
VIL_0899,752.2,plantation_rubber_tea_spices,25084.7
VIL_0900,787.7,plantation_rubber_tea_spices,30758.2
VIL_0901,712.3,plantation_rubber_tea_spices,22863.4
VIL_0902,650.1,plantation_rubber_tea_spices,18924.0
VIL_0903,596.0,plantation_rubber_tea_spices,17721.9
VIL_0904,647.1,plantation_rubber_tea_spices,21116.2
VIL_0905,672.9,plantation_rubber_tea_spices,24919.1
VIL_0906,707.4,plantation_rubber_tea_spices,25992.8
VIL_0907,740.8,plantation_rubber_tea_spices,26566.0
VIL_0908,737.0,plantation_rubber_tea_spices,27860.8
VIL_0909,868.9,plantation_rubber_tea_spices,33016.1
VIL_0910,941.0,plantation_rubber_tea_spices,34339.5
VIL_0911,939.8,plantation_rubber_tea_spices,29628.5
VIL_0912,817.3,plantation_rubber_tea_spices,31931.9
VIL_0913,884.1,plantation_rubber_tea_spices,25111.7
VIL_0914,809.5,plantation_rubber_tea_spices,27557.3
VIL_0915,798.2,plantation_rubber_tea_spices,25592.0
VIL_0916,694.5,plantation_rubber_tea_spices,28976.5
VIL_0917,741.6,plantation_rubber_tea_spices,25923.8
VIL_0918,801.8,plantation_rubber_tea_spices,22494.5
VIL_0919,741.8,plantation_rubber_tea_spices,28724.3
VIL_0920,674.4,plantation_rubber_tea_spices,28427.9
VIL_0921,858.5,plantation_rubber_tea_spices,20460.8
VIL_0922,913.6,plantation_rubber_tea_spices,17816.5
VIL_0923,863.3,plantation_rubber_tea_spices,16933.4
VIL_0924,814.2,plantation_rubber_tea_spices,16075.9
VIL_0925,1107.6,evergreen_forest,30569.1
VIL_0926,1323.9,evergreen_forest,31892.8
VIL_0927,1336.9,evergreen_forest,27965.9
VIL_0928,1393.7,evergreen_forest,22930.2
VIL_0929,1250.2,evergreen_forest,15527.0
VIL_0930,1276.3,evergreen_forest,19537.6
VIL_0931,1280.2,evergreen_forest,22687.5
VIL_0932,1194.6,evergreen_forest,26786.3
VIL_0933,999.9,plantation_rubber_tea_spices,26657.2
VIL_0934,950.8,plantation_rubber_tea_spices,24282.9
VIL_0935,1036.9,plantation_rubber_tea_spices,23457.2
VIL_0936,952.4,plantation_rubber_tea_spices,19678.5
VIL_0937,1023.7,plantation_rubber_tea_spices,16077.4
VIL_0938,1152.3,evergreen_forest,22441.6
VIL_0939,1175.3,evergreen_forest,19338.3
VIL_0940,1145.6,evergreen_forest,16253.5
VIL_0941,1083.2,plantation_rubber_tea_spices,11242.7
VIL_0942,1157.3,evergreen_forest,12978.6
VIL_0943,1514.7,evergreen_forest,27397.6
VIL_0944,1542.4,evergreen_forest,26813.4
VIL_0945,1570.8,evergreen_forest,26639.7
VIL_0946,1459.6,evergreen_forest,22241.5
VIL_0947,1574.1,evergreen_forest,26772.9
VIL_0948,1422.6,evergreen_forest,20894.8
VIL_0949,1325.7,evergreen_forest,16662.6
VIL_0950,1347.4,evergreen_forest,17446.8
VIL_0951,1218.3,evergreen_forest,11181.8
VIL_0952,1201.4,evergreen_forest,8461.5
VIL_0953,1298.7,evergreen_forest,14909.2
VIL_0954,1244.7,evergreen_forest,10751.0
VIL_0955,1214.7,evergreen_forest,10357.2
VIL_0956,1140.9,evergreen_forest,8161.6
VIL_0957,1130.7,evergreen_forest,10920.0
VIL_0958,1190.0,evergreen_forest,15222.7
VIL_0959,1246.6,evergreen_forest,13468.8
VIL_0960,1350.6,evergreen_forest,17722.4
VIL_0961,1285.0,evergreen_forest,16384.5
VIL_0962,1248.3,evergreen_forest,18294.9
VIL_0963,1313.7,evergreen_forest,19817.6
VIL_0964,1304.8,evergreen_forest,22028.2
VIL_0965,1252.4,evergreen_forest,19767.1
VIL_0966,1337.1,evergreen_forest,23947.6
VIL_0967,1393.4,evergreen_forest,25857.5
VIL_0968,1478.2,evergreen_forest,26351.4
VIL_0969,1400.3,evergreen_forest,22689.9
VIL_0970,1452.1,evergreen_forest,22854.2
VIL_0971,1492.6,evergreen_forest,24342.8
VIL_0972,1425.0,evergreen_forest,20840.2
VIL_0973,368.4,plantation_rubber_tea_spices,15539.6
VIL_0974,383.5,plantation_rubber_tea_spices,13694.3
VIL_0975,386.6,plantation_rubber_tea_spices,12256.5
VIL_0976,389.8,plantation_rubber_tea_spices,12964.8
VIL_0977,416.9,plantation_rubber_tea_spices,9332.1
VIL_0978,448.1,plantation_rubber_tea_spices,6790.6
VIL_0979,511.7,plantation_rubber_tea_spices,3696.8
VIL_0980,495.1,plantation_rubber_tea_spices,7290.8
VIL_0981,488.9,plantation_rubber_tea_spices,11250.4
VIL_0982,545.1,plantation_rubber_tea_spices,7142.6
VIL_0983,564.7,plantation_rubber_tea_spices,13049.6
VIL_0984,541.6,plantation_rubber_tea_spices,10389.9
VIL_0985,579.3,plantation_rubber_tea_spices,5681.5
VIL_0986,620.5,plantation_rubber_tea_spices,9579.7
VIL_0987,661.5,plantation_rubber_tea_spices,13575.0
VIL_0988,685.2,plantation_rubber_tea_spices,13447.6
VIL_0989,575.6,plantation_rubber_tea_spices,1546.1
VIL_0990,609.1,plantation_rubber_tea_spices,5025.0
VIL_0991,644.8,plantation_rubber_tea_spices,9779.2
VIL_0992,703.6,plantation_rubber_tea_spices,12244.8
VIL_0993,764.6,plantation_rubber_tea_spices,15892.9
VIL_0994,715.2,plantation_rubber_tea_spices,14551.3
VIL_0995,784.9,plantation_rubber_tea_spices,18008.4
VIL_0996,862.6,plantation_rubber_tea_spices,21882.9
VIL_0997,863.6,plantation_rubber_tea_spices,24259.7
VIL_0998,1010.1,plantation_rubber_tea_spices,30257.8
VIL_0999,972.5,plantation_rubber_tea_spices,30433.4
VIL_1000,840.2,plantation_rubber_tea_spices,20611.5
VIL_1001,761.4,plantation_rubber_tea_spices,16644.8
VIL_1002,823.7,plantation_rubber_tea_spices,22422.0
VIL_1003,1429.3,evergreen_forest,51849.8
VIL_1004,1259.7,evergreen_forest,48803.2
VIL_1005,1046.6,plantation_rubber_tea_spices,33675.6
VIL_1006,920.9,plantation_rubber_tea_spices,34997.6
VIL_1007,805.6,plantation_rubber_tea_spices,22486.2
VIL_1008,882.5,plantation_rubber_tea_spices,26508.5
VIL_1009,709.0,plantation_rubber_tea_spices,18753.4
VIL_1010,712.2,plantation_rubber_tea_spices,17193.3
VIL_1011,763.7,plantation_rubber_tea_spices,18830.2
VIL_1012,711.5,plantation_rubber_tea_spices,12059.1
VIL_1013,697.9,plantation_rubber_tea_spices,12016.9
VIL_1014,670.0,plantation_rubber_tea_spices,13968.4
VIL_1015,582.4,plantation_rubber_tea_spices,11531.5
VIL_1016,613.2,plantation_rubber_tea_spices,10822.6
VIL_1017,640.4,plantation_rubber_tea_spices,8253.9
VIL_1018,641.8,plantation_rubber_tea_spices,7720.6
VIL_1019,561.5,plantation_rubber_tea_spices,5206.9
VIL_1020,596.7,plantation_rubber_tea_spices,15587.9
VIL_1021,622.7,plantation_rubber_tea_spices,16147.0
VIL_1022,636.3,plantation_rubber_tea_spices,19084.2
VIL_1023,783.7,plantation_rubber_tea_spices,25836.1
VIL_1024,667.9,plantation_rubber_tea_spices,23122.1
