village_id,panchayat_id,name,name_ml,lat,lon,osm_id
VIL_0252,KL_PANCH_0252,Anakayam,ആനക്കയം,11.08751,76.13857,relation/11326721
VIL_0253,KL_PANCH_0253,Manjeri,മഞ്ചേരി,11.11528,76.1291,relation/11326725
VIL_0254,KL_PANCH_0254,Malappuram,മലപ്പുറം,11.05047,76.0696,relation/11326745
VIL_0255,KL_PANCH_0255,Pookkottur,പൂക്കോട്ടൂർ ഗ്രാമപഞ്ചായത്ത്,11.11527,76.05398,relation/11326929
VIL_0256,KL_PANCH_0256,Pulpatta,പുൽപ്പറ്റ ഗ്രാമപഞ്ചായത്ത്,11.15489,76.06027,relation/11326939
VIL_0257,KL_PANCH_0257,Kavanur,കാവനൂർ ഗ്രാമപഞ്ചായത്ത്,11.19609,76.07644,relation/11326941
VIL_0258,KL_PANCH_0258,Areacode,അരീക്കോട്,11.22279,76.03532,relation/11326945
VIL_0259,KL_PANCH_0259,Keezhuparamba,കീഴുപറമ്പ് ഗ്രാമപഞ്ചായത്ത്,11.25273,76.02668,relation/11326965
VIL_0260,KL_PANCH_0260,Vazhakkad,വാഴക്കാട് ഗ്രാമപഞ്ചായത്ത്,11.23854,75.95485,relation/11326967
VIL_0261,KL_PANCH_0261,Cheekkode,ചീക്കോട് ഗ്രാമപഞ്ചായത്ത്,11.22336,75.98991,relation/11326984
VIL_0262,KL_PANCH_0262,Kuzhimanna,കുഴിമണ്ണ ഗ്രാമപഞ്ചായത്ത്,11.17873,76.00675,relation/11327001
VIL_0263,KL_PANCH_0263,Muthuvallur,മുതുവല്ലൂർ ഗ്രാമപഞ്ചായത്ത്,11.1865,75.98788,relation/11327009
VIL_0264,KL_PANCH_0264,Pulikkal,പുളിക്കൽ ഗ്രാമപഞ്ചായത്ത്,11.18895,75.93991,relation/11327012
VIL_0265,KL_PANCH_0265,Vazhayoor,വാഴയൂർ ഗ്രാമപഞ്ചായത്ത്,11.21384,75.88927,relation/11327025
VIL_0266,KL_PANCH_0266,Cherukavu,ചെറുകാവ് ഗ്രാമപഞ്ചായത്ത്,11.18509,75.89724,relation/11327026
VIL_0267,KL_PANCH_0267,Chelembra,ചേലേമ്പ്ര ഗ്രാമപഞ്ചായത്ത്,11.15792,75.87111,relation/11327043
VIL_0268,KL_PANCH_0268,Pallikkal,പള്ളിക്കൽ ഗ്രാമപഞ്ചായത്ത്,11.13857,75.92879,relation/11327048
VIL_0269,KL_PANCH_0269,Kondotty,കൊണ്ടോട്ടി,11.14151,75.97889,relation/11327061
VIL_0270,KL_PANCH_0270,Morayur,മൊറയൂർ ഗ്രാമപഞ്ചായത്ത്,11.12889,76.01931,relation/11327063
VIL_0271,KL_PANCH_0271,Vallikkunnu,വള്ളിക്കുന്ന് ഗ്രാമപഞ്ചായത്ത്,11.10359,75.85441,relation/11327131
VIL_0272,KL_PANCH_0272,Thenhippalam,തേഞ്ഞിപ്പാലം ഗ്രാമപഞ്ചായത്ത്,11.1175,75.88785,relation/11327134
VIL_0273,KL_PANCH_0273,Peruvalloor,പെരുവള്ളൂർ ഗ്രാമപഞ്ചായത്ത്,11.10381,75.92785,relation/11327137
VIL_0274,KL_PANCH_0274,Moonniyur,മൂന്നിയൂർ ഗ്രാമപഞ്ചായത്ത്,11.07374,75.89022,relation/11327144
VIL_0275,KL_PANCH_0275,Parappanangadi,പരപ്പനങ്ങാടി,11.05408,75.86717,relation/11327157
VIL_0276,KL_PANCH_0276,Tirurangadi,തിരൂരങ്ങാടി,11.0324,75.92327,relation/11327161
VIL_0277,KL_PANCH_0277,Abdurahiman Nagar,അബ്ദുറഹിമാൻ നഗർ,11.06831,75.9276,relation/11327177
VIL_0278,KL_PANCH_0278,Kannamangalam,കണ്ണമംഗലം ഗ്രാമപഞ്ചായത്ത്,11.08801,75.97858,relation/11327180
VIL_0279,KL_PANCH_0279,Oorakam,ഊരകം,11.06467,76.01148,relation/11327184
VIL_0280,KL_PANCH_0280,Othukkungal,ഒതുക്കുങ്ങൽ ഗ്രാമപഞ്ചായത്ത്,11.02716,76.02136,relation/11327190
VIL_0281,KL_PANCH_0281,Parappoor,പറപ്പൂർ ഗ്രാമപഞ്ചായത്ത്,11.02734,75.99297,relation/11327193
VIL_0282,KL_PANCH_0282,Vengara,വേങ്ങര ഗ്രാമപഞ്ചായത്ത്,11.04907,75.95933,relation/11327196
VIL_0283,KL_PANCH_0283,Edarikkode,എടരിക്കോട്,11.00107,75.97885,relation/11327201
VIL_0284,KL_PANCH_0284,Thennela,തെന്നല ഗ്രാമപഞ്ചായത്ത്,11.01065,75.94767,relation/11327221
VIL_0285,KL_PANCH_0285,Nannambra,നന്നമ്പ്ര ഗ്രാമപഞ്ചായത്ത്,11.01366,75.91137,relation/11327222
VIL_0286,KL_PANCH_0286,Tanur,താനൂർ,10.98247,75.87738,relation/11330619
VIL_0287,KL_PANCH_0287,Ozhoor,ഒഴൂർ ഗ്രാമപഞ്ചായത്ത്,10.97562,75.91726,relation/11330640
VIL_0288,KL_PANCH_0288,Perumanna Klari,പെരുമണ്ണ ക്ലാരി ഗ്രാമപഞ്ചായത്ത്,10.98368,75.96241,relation/11330650
VIL_0289,KL_PANCH_0289,Ponmundam,പൊന്മുണ്ടം ഗ്രാമപഞ്ചായത്ത്,10.96686,75.94746,relation/11330654
VIL_0290,KL_PANCH_0290,Thanalur,താനാളൂർ ഗ്രാമപഞ്ചായത്ത്,10.95436,75.9071,relation/11330661
VIL_0291,KL_PANCH_0291,Niramarutur,നിറമരുതൂർ ഗ്രാമപഞ്ചായത്ത്,10.92781,75.89452,relation/11330668
VIL_0292,KL_PANCH_0292,Tirur,തിരൂർ,10.91658,75.92198,relation/11330686
VIL_0293,KL_PANCH_0293,Cheriyamundam,ചെറിയമുണ്ടം ഗ്രാമപഞ്ചായത്ത്,10.93397,75.94951,relation/11330694
VIL_0294,KL_PANCH_0294,Valavannur,വളവന്നൂർ ഗ്രാമപഞ്ചായത്ത്,10.92755,75.9704,relation/11330716
VIL_0295,KL_PANCH_0295,Kalpakancheri,കൽപ്പകഞ്ചേരി,10.94446,75.98697,relation/11330722
VIL_0296,KL_PANCH_0296,Kottakkal,കോട്ടക്കൽ,10.9908,76.02635,relation/11330736
VIL_0297,KL_PANCH_0297,Ponmala,പൊന്മള ഗ്രാമപഞ്ചായത്ത്,11.00267,76.0545,relation/11330740
VIL_0298,KL_PANCH_0298,Marakkara,മാറാക്കര ഗ്രാമപഞ്ചായത്ത്,10.94979,76.04588,relation/11330749
VIL_0299,KL_PANCH_0299,Edayur,എടയൂർ,10.91804,76.08862,relation/11330756
VIL_0300,KL_PANCH_0300,Irumbiliyum,ഇരിമ്പിളിയം,10.87837,76.09686,relation/11330764
VIL_0301,KL_PANCH_0301,Valanchery,വളാഞ്ചേരി,10.89745,76.06313,relation/11330767
VIL_0302,KL_PANCH_0302,Kuttippuram,കുറ്റിപ്പുറം ഗ്രാമപഞ്ചായത്ത്,10.86886,76.03556,relation/11330775
VIL_0303,KL_PANCH_0303,Athavanad,ആതവനാട്,10.91007,76.02019,relation/11330779
VIL_0304,KL_PANCH_0304,Thirunavaya,തിരുനാവായ ഗ്രാമപഞ്ചായത്ത്,10.88947,75.98476,relation/11330790
VIL_0305,KL_PANCH_0305,Thrippengode,തൃപ്രങ്ങോട് ഗ്രാമപഞ്ചായത്ത്,10.85827,75.94485,relation/11330800
VIL_0306,KL_PANCH_0306,Thalakkad,തലക്കാട് ഗ്രാമപഞ്ചായത്ത്,10.89209,75.94189,relation/11330808
VIL_0307,KL_PANCH_0307,Vettom,വെട്ടം,10.89264,75.90412,relation/11330810
VIL_0308,KL_PANCH_0308,Mangalam,മംഗലം ഗ്രാമപഞ്ചായത്ത്,10.85127,75.91664,relation/11330826
VIL_0309,KL_PANCH_0309,Purathoor,പുറത്തൂർ ഗ്രാമപഞ്ചായത്ത്,10.82543,75.91946,relation/11330834
VIL_0310,KL_PANCH_0310,Tavanur,തവനൂർ ഗ്രാമപഞ്ചായത്ത്,10.83236,75.9965,relation/11332227
VIL_0311,KL_PANCH_0311,Kaladi,"കാലടി ഗ്രാമപഞ്ചായത്ത്, മലപ്പുറം ജില്ല",10.80877,75.99105,relation/11332233
VIL_0312,KL_PANCH_0312,Vattamkulam,വട്ടംകുളം ഗ്രാമപഞ്ചായത്ത്,10.79101,76.01937,relation/11332249
VIL_0313,KL_PANCH_0313,Edappal,എടപ്പാൾ,10.77472,75.9941,relation/11332260
VIL_0314,KL_PANCH_0314,Maranchery,മാറഞ്ചേരി ഗ്രാമപഞ്ചായത്ത്,10.75394,75.96698,relation/11332276
VIL_0315,KL_PANCH_0315,Ponnani,പൊന്നാനി,10.76872,75.95225,relation/11332279
VIL_0316,KL_PANCH_0316,Veliyancode,വെളിയംകോട് ഗ്രാമപഞ്ചായത്ത്,10.74424,75.96103,relation/11332283
VIL_0317,KL_PANCH_0317,Perumbadappu,പെരുമ്പടപ്പ് ഗ്രാമപഞ്ചായത്ത്,10.69907,75.97789,relation/11332310
VIL_0318,KL_PANCH_0318,Nannamukku,നന്നംമുക്ക് ഗ്രാമപഞ്ചായത്ത്,10.72063,76.01789,relation/11332314
VIL_0319,KL_PANCH_0319,Alamkode,ആലംകോട്,10.73929,76.04061,relation/11332322
VIL_0320,KL_PANCH_0320,Kodur,കോഡൂർ ഗ്രാമപഞ്ചായത്ത്,11.02875,76.07186,relation/11332353
VIL_0321,KL_PANCH_0321,Kuruva,കുറുവ ഗ്രാമപഞ്ചായത്ത്,10.99651,76.11238,relation/11332381
VIL_0322,KL_PANCH_0322,Koottilangadi,കൂട്ടിലങ്ങാടി ഗ്രാമപഞ്ചായത്ത്,11.04671,76.11568,relation/11332408
VIL_0323,KL_PANCH_0323,Makkaraparamba,മക്കരപ്പറമ്പ് ഗ്രാമപഞ്ചായത്ത്,11.01517,76.1284,relation/11332418
VIL_0324,KL_PANCH_0324,Mankada,മങ്കട ഗ്രാമപഞ്ചായത്ത്,11.03203,76.1762,relation/11332498
VIL_0325,KL_PANCH_0325,Keezhattur,കീഴാറ്റൂർ ഗ്രാമപഞ്ചായത്ത്,11.05716,76.23193,relation/11332505
VIL_0326,KL_PANCH_0326,Melattur,മേലാറ്റൂർ ഗ്രാമപഞ്ചായത്ത്,11.0613,76.26407,relation/11332510
VIL_0327,KL_PANCH_0327,Edapatta,എടപ്പറ്റ,11.07475,76.30051,relation/11332515
VIL_0328,KL_PANCH_0328,Vettattur,വെട്ടത്തൂർ ഗ്രാമപഞ്ചായത്ത്,11.00846,76.27579,relation/11332519
VIL_0329,KL_PANCH_0329,Tazhekkod,താഴേക്കോട് ഗ്രാമപഞ്ചായത്ത്,10.97061,76.30263,relation/11332529
VIL_0330,KL_PANCH_0330,Aliparamba,ആലിപ്പറമ്പ് ഗ്രാമപഞ്ചായത്ത്,10.93675,76.27468,relation/11332547
VIL_0331,KL_PANCH_0331,Elamkulam,ഏലംകുളം ഗ്രാമപഞ്ചായത്ത്,10.9211,76.23217,relation/11332559
VIL_0332,KL_PANCH_0332,Perinthalmanna,പെരിന്തല്‍മണ്ണ,10.95877,76.23713,relation/11332744
VIL_0333,KL_PANCH_0333,Angadippuram,അങ്ങാടിപ്പുറം,10.98498,76.19498,relation/11332754
VIL_0334,KL_PANCH_0334,Puzhakkatiri,പുഴക്കാട്ടിരി ഗ്രാമപഞ്ചായത്ത്,10.98443,76.14173,relation/11332774
VIL_0335,KL_PANCH_0335,Pulamanthole,പുലാമന്തോൾ ഗ്രാമപഞ്ചായത്ത്,10.93212,76.18063,relation/11332778
VIL_0336,KL_PANCH_0336,Moorkanade,മൂർക്കനാട് ഗ്രാമപഞ്ചായത്ത്,10.93338,76.13701,relation/11332788
VIL_0337,KL_PANCH_0337,Punnayoorkulam,പൂന്നയൂര്‍ക്കുളം,10.67371,75.99432,relation/11335944
VIL_0338,KL_PANCH_0338,Vadakkekkad,വടക്കേക്കാട്,10.65052,76.01736,relation/11335952
VIL_0339,KL_PANCH_0339,Punnayoor,പുന്നയൂര്‍,10.63621,75.99431,relation/11335955
VIL_0340,KL_PANCH_0340,Guruvayoor,ഗുരുവായൂർ,10.60213,76.03611,relation/11335965
VIL_0341,KL_PANCH_0341,Chavakkad,ചാവക്കാട്,10.59229,76.01678,relation/11335970
VIL_0342,KL_PANCH_0342,Kadappuram,കടപ്പുറം,10.54294,76.0272,relation/11335976
VIL_0343,KL_PANCH_0343,Orumanayoor,ഒരുമനയൂര്‍,10.56054,76.03383,relation/11335981
VIL_0344,KL_PANCH_0344,Pavaratty,പാവറട്ടി,10.55834,76.07086,relation/11335985
VIL_0345,KL_PANCH_0345,Elavally,എളവള്ളി,10.57644,76.10317,relation/11335991
VIL_0346,KL_PANCH_0346,Mullassery,മുല്ലശ്ശേരി,10.54857,76.10072,relation/11336014
VIL_0347,KL_PANCH_0347,Venkitangu,വെങ്കിടങ്ങ്,10.52408,76.10637,relation/11336021
VIL_0348,KL_PANCH_0348,Engandiyoor,ഏങ്ങണ്ടിയൂര്‍,10.50286,76.05881,relation/11336032
VIL_0349,KL_PANCH_0349,Vadanappilly,വാടാനപ്പിള്ളി,10.47862,76.06612,relation/11336052
VIL_0350,KL_PANCH_0350,Thalikulam,തളിക്കുളം,10.44497,76.08282,relation/11336054
VIL_0351,KL_PANCH_0351,Nattika,നാട്ടിക,10.41822,76.09945,relation/11336059
VIL_0352,KL_PANCH_0352,Valappad,വലപ്പാട്,10.3844,76.1107,relation/11336073
VIL_0353,KL_PANCH_0353,Kattakampal,കാട്ടകാമ്പാല്‍,10.6899,76.04409,relation/11336145
VIL_0354,KL_PANCH_0354,Kadavalloor,കടവല്ലൂര്‍,10.70504,76.0893,relation/11336152
VIL_0355,KL_PANCH_0355,Kadangode,കടങ്ങോട്,10.68204,76.12694,relation/11336173
VIL_0356,KL_PANCH_0356,Porkulam,പോര്‍ക്കുളം,10.67705,76.07106,relation/11336179
VIL_0357,KL_PANCH_0357,Chowannur,ചൊവ്വന്നൂര്‍,10.64681,76.09404,relation/11336185
VIL_0358,KL_PANCH_0358,Kunnamkulam,കുന്നംകുളം,10.64826,76.06024,relation/11336191
VIL_0359,KL_PANCH_0359,Kandanassery,കണ്ടാണശ്ശേരി,10.60451,76.09102,relation/11336201
VIL_0360,KL_PANCH_0360,Choondal,ചൂണ്ടല്‍,10.62579,76.11211,relation/11336207
VIL_0361,KL_PANCH_0361,Velur,വേലൂര്‍,10.65078,76.15852,relation/11336211
VIL_0362,KL_PANCH_0362,Varavoor,വരവൂര്‍,10.7139,76.21235,relation/11338113
VIL_0363,KL_PANCH_0363,Desamangalam,ദേശമംഗലം,10.74714,76.22455,relation/11338190
VIL_0364,KL_PANCH_0364,Vallathole Nagar,വള്ളത്തോള്‍നഗര്‍,10.72534,76.26658,relation/11338197
VIL_0365,KL_PANCH_0365,Panjal,പാഞ്ഞാള്‍,10.72274,76.32168,relation/11338204
VIL_0366,KL_PANCH_0366,Chelakkara,ചേലക്കര,10.68871,76.35721,relation/11338237
VIL_0367,KL_PANCH_0367,Kondazhy,കൊണ്ടാഴി,10.71358,76.38379,relation/11339431
VIL_0368,KL_PANCH_0368,Thiruvilwamala,തിരുവില്ല്വാമല,10.72272,76.42442,relation/11339449
VIL_0369,KL_PANCH_0369,Pazhayannur,പഴയന്നൂര്‍,10.6532,76.37974,relation/11339458
VIL_0370,KL_PANCH_0370,Thekkumkara,തെക്കുംകര,10.63084,76.27311,relation/11339467
VIL_0371,KL_PANCH_0371,Mullurkkara,മുള്ളൂര്‍ക്കര,10.68783,76.28084,relation/11339477
VIL_0372,KL_PANCH_0372,Erumapetty,എരുമപ്പെട്ടി,10.68806,76.19748,relation/11339524
VIL_0373,KL_PANCH_0373,Wadakanchery,വടക്കാഞ്ചേരി,10.65644,76.23221,relation/11339552
VIL_0374,KL_PANCH_0374,Tholur,തോളൂർ,10.55923,76.12809,relation/11340360
VIL_0375,KL_PANCH_0375,Kaiparambu,കയ്പറമ്പ്,10.58386,76.15338,relation/11340397
VIL_0376,KL_PANCH_0376,Avanur,അവണൂർ,10.60288,76.18279,relation/11340405
VIL_0377,KL_PANCH_0377,Mulamkunnathukavu,മുളങ്കുന്നത്തുകാവ്,10.58992,76.23037,relation/11340428
VIL_0378,KL_PANCH_0378,Madakkathara,മാടക്കത്തറ,10.5685,76.27148,relation/11340442
VIL_0379,KL_PANCH_0379,Pananchery,പാണഞ്ചേരി,10.54845,76.35202,relation/11340498
VIL_0380,KL_PANCH_0380,Puthur,പൂത്തൂര്‍,10.49194,76.32445,relation/11340509
VIL_0381,KL_PANCH_0381,Kolazhy,കോലഴി,10.56725,76.19654,relation/11340528
VIL_0382,KL_PANCH_0382,Adat,അടാട്ട്,10.54801,76.15631,relation/11340532
VIL_0383,KL_PANCH_0383,Nadathara,നടത്തറ,10.51768,76.29738,relation/11340542
VIL_0384,KL_PANCH_0384,Manalur,മണലൂര്‍,10.47796,76.10825,relation/11340582
VIL_0385,KL_PANCH_0385,Arimbur,അരി‍മ്പൂർ,10.49229,76.14936,relation/11340591
VIL_0386,KL_PANCH_0386,Anthikkad,അന്തിക്കാട്,10.4603,76.11764,relation/11340613
VIL_0387,KL_PANCH_0387,Thanniam,താന്ന്യം,10.42105,76.12961,relation/11340623
VIL_0388,KL_PANCH_0388,Chazhur,ചാഴൂര്‍,10.43225,76.15852,relation/11340677
VIL_0389,KL_PANCH_0389,Paralam,പാറളം,10.45818,76.18495,relation/11340694
VIL_0390,KL_PANCH_0390,Avinissery,അവിണിശ്ശേരി,10.46842,76.22201,relation/11340715
VIL_0391,KL_PANCH_0391,Cherpu,ചേര്‍പ്പ്,10.43538,76.204,relation/11340720
VIL_0392,KL_PANCH_0392,Vallachira,വല്ലച്ചിറ,10.43528,76.22967,relation/11340729
VIL_0393,KL_PANCH_0393,Varantharappilly,വരന്തരപ്പിള്ളി,10.43024,76.39573,relation/11341890
VIL_0394,KL_PANCH_0394,Mattathur,മറ്റത്തൂര്‍,10.40226,76.40754,relation/11341891
VIL_0395,KL_PANCH_0395,Athirappilly,അതിരപ്പിള്ളി,10.32103,76.7089,relation/11341892
VIL_0396,KL_PANCH_0396,Kodassery,കോടശ്ശേരി,10.35804,76.4301,relation/11341911
VIL_0397,KL_PANCH_0397,Pariyaram (Thrissur),പരിയാരം (തൃശ്ശൂർ),10.31686,76.40348,relation/11341913
VIL_0398,KL_PANCH_0398,Meloor,മേലൂര്‍,10.29093,76.36416,relation/11341919
VIL_0399,KL_PANCH_0399,Koratty,കൊരട്ടി,10.27067,76.36115,relation/11341923
VIL_0400,KL_PANCH_0400,Kodakara,കൊടകര,10.36123,76.31583,relation/11341927
VIL_0401,KL_PANCH_0401,Aloor,ആളൂര്‍,10.32224,76.28373,relation/11341930
VIL_0402,KL_PANCH_0402,Chalakudy,ചാലക്കുടി,10.30845,76.32468,relation/11341936
VIL_0403,KL_PANCH_0403,Kadukutty,കാടുകുറ്റി,10.26366,76.32105,relation/11342921
VIL_0404,KL_PANCH_0404,Annamanada,അന്നമനട,10.24173,76.32011,relation/11342942
VIL_0405,KL_PANCH_0405,Kuzhur,കുഴൂര്‍,10.20265,76.28881,relation/11342951
VIL_0406,KL_PANCH_0406,Mala,മാള,10.26398,76.27825,relation/11342952
VIL_0407,KL_PANCH_0407,Poyya,പൊയ്യ,10.22308,76.25622,relation/11342982
VIL_0408,KL_PANCH_0408,Kodungallur,കൊടുങ്ങല്ലൂർ,10.23679,76.2108,relation/11343007
VIL_0409,KL_PANCH_0409,Eriyad,എറിയാട്,10.21031,76.16599,relation/11343033
VIL_0410,KL_PANCH_0410,Edavilangu,എടവിലങ്ങ്,10.23603,76.15865,relation/11343048
VIL_0411,KL_PANCH_0411,Sree Narayanapuram,ശ്രീനാരായണപുരം,10.2595,76.15686,relation/11343059
VIL_0412,KL_PANCH_0412,Mathilakam,മതിലകം,10.28465,76.14539,relation/11343074
VIL_0413,KL_PANCH_0413,Perinjanam,പെരിഞ്ഞനം,10.30707,76.14126,relation/11343093
VIL_0414,KL_PANCH_0414,Kaipamangalam,കയ്പമംഗലം,10.33097,76.13248,relation/11343096
VIL_0415,KL_PANCH_0415,Edathiruthy,എടത്തിരുത്തി,10.36795,76.13503,relation/11343100
VIL_0416,KL_PANCH_0416,Kattoor,കാട്ടൂര്‍,10.37933,76.16296,relation/11343386
VIL_0417,KL_PANCH_0417,Vellangalur,വെള്ളാങ്കല്ലൂര്‍,10.28873,76.20928,relation/11343412
VIL_0418,KL_PANCH_0418,Puthenchira,പുത്തന്‍ചിറ,10.26242,76.23529,relation/11343441
VIL_0419,KL_PANCH_0419,Velookkara,വേളൂക്കര,10.31721,76.24129,relation/11343469
VIL_0420,KL_PANCH_0420,Muriyad,മുരിയാട്,10.35937,76.25431,relation/11343489
VIL_0421,KL_PANCH_0421,Irinjalakuda,ഇരിങ്ങാലക്കുട,10.37309,76.21728,relation/11343510
VIL_0422,KL_PANCH_0422,Parappookkara,പറപ്പൂക്കര,10.39941,76.26528,relation/11343527
VIL_0423,KL_PANCH_0423,Pudukkad,പൂതുക്കാട്,10.41087,76.28749,relation/11343558
VIL_0424,KL_PANCH_0424,Nenmanikkara,നെന്മണിക്കര,10.43963,76.2573,relation/11343581
VIL_0425,KL_PANCH_0425,Alagappanagar,അളഗപ്പനഗര്‍,10.43637,76.30182,relation/11343588
VIL_0426,KL_PANCH_0426,Thrikkur,ത്യക്കൂര്‍,10.45465,76.30412,relation/11343590
VIL_0427,KL_PANCH_0427,Karalam,കാറളം,10.38327,76.18725,relation/11343604
VIL_0428,KL_PANCH_0428,Poomangalam,പൂമംഗലം,10.31526,76.19675,relation/11343615
VIL_0429,KL_PANCH_0429,Agali,അഗളി,11.08405,76.61869,relation/11344236
VIL_0430,KL_PANCH_0430,Sholayar,ഷോളയൂർ,11.07963,76.68559,relation/11347545
VIL_0431,KL_PANCH_0431,Karimbah,കരിമ്പ ഗ്രാമപഞ്ചായത്ത്,10.92245,76.55546,relation/11347554
VIL_0432,KL_PANCH_0432,Thachamparah,തച്ചമ്പാറ ഗ്രാമപഞ്ചായത്ത്,10.96645,76.54066,relation/11347558
VIL_0433,KL_PANCH_0433,Kanhirapuzha,കാഞ്ഞിരപുഴ ഗ്രാമ പഞ്ചായത്ത്,11.00222,76.52126,relation/11347566
VIL_0434,KL_PANCH_0434,Thenkarah,തെങ്കര ഗ്രാമപഞ്ചായത്ത്,11.02714,76.48443,relation/11347569
VIL_0435,KL_PANCH_0435,Kumaramputhur gram panchayat,കുമരംപുത്തൂർ ഗ്രാമപഞ്ചായത്ത്,11.00482,76.43383,relation/11347574
VIL_0436,KL_PANCH_0436,Mannarkad,മണ്ണാർക്കാട്,10.99465,76.46196,relation/11347583
VIL_0437,KL_PANCH_0437,Kottappadamh,കോട്ടോപ്പാടം ഗ്രാമപഞ്ചായത്ത്,11.01989,76.40107,relation/11347613
VIL_0438,KL_PANCH_0438,Alanallur,അലനല്ലൂർ,11.04589,76.34115,relation/11347620
VIL_0439,KL_PANCH_0439,Thachanattukarah,തച്ചനാട്ടുകര ഗ്രാമപഞ്ചായത്ത്,10.94615,76.3563,relation/11347628
VIL_0440,KL_PANCH_0440,Karakurussih,കാരാകുറുശ്ശി ഗ്രാമപഞ്ചായത്ത്,10.95109,76.48291,relation/11347629
VIL_0441,KL_PANCH_0441,Puduppariyaramh,പുതുപ്പരിയാരം ഗ്രാമപഞ്ചായത്ത്,10.84857,76.60994,relation/11347639
VIL_0442,KL_PANCH_0442,Malampuzhah,മലമ്പുഴ ഗ്രാമപഞ്ചായത്ത്,10.85605,76.69547,relation/11347652
VIL_0443,KL_PANCH_0443,Pudusserrih,പുതുശ്ശേരി ഗ്രാമപഞ്ചായത്ത്,10.83293,76.77935,relation/11347662
VIL_0444,KL_PANCH_0444,Elappully,എലപ്പുള്ളി,10.76349,76.76692,relation/11347666
VIL_0445,KL_PANCH_0445,Polppulli Grampanchayat,പൊൽപ്പുള്ളി ഗ്രാമപഞ്ചായത്ത്,10.72622,76.73673,relation/11347667
VIL_0446,KL_PANCH_0446,Peruvembah,പെരുവെമ്പ് ഗ്രാമപഞ്ചായത്ത്,10.70782,76.68603,relation/11347669
VIL_0447,KL_PANCH_0447,Kodumbuh,കൊടുമ്പ് ഗ്രാമപഞ്ചായത്ത്,10.74088,76.69418,relation/11347679
VIL_0448,KL_PANCH_0448,Kannadih,കണ്ണാടി ഗ്രാമപഞ്ചായത്ത്,10.72897,76.65791,relation/11347743
VIL_0449,KL_PANCH_0449,Palakkad,പാലക്കാട്,10.78012,76.65254,relation/11347763
VIL_0450,KL_PANCH_0450,Marutharodeh,മരുതറോഡ് ഗ്രാമപഞ്ചായത്ത്,10.78396,76.69018,relation/11347769
VIL_0451,KL_PANCH_0451,Pirayirih,പിരായിരി ഗ്രാമപഞ്ചായത്ത്,10.77561,76.60642,relation/11347808
VIL_0452,KL_PANCH_0452,Akathethara,അകത്തേത്തറ,10.82662,76.64127,relation/11347809
VIL_0453,KL_PANCH_0453,Mundurh,മുണ്ടൂർ ഗ്രാമപഞ്ചായത്ത്,10.85227,76.56548,relation/11347841
VIL_0454,KL_PANCH_0454,Nelliyampathyh,നെല്ലിയാമ്പതി ഗ്രാമപഞ്ചായത്ത്,10.49313,76.63413,relation/11350357
VIL_0455,KL_PANCH_0455,Muthalamadah,മുതലമട ഗ്രാമപഞ്ചായത്ത്,10.50487,76.76789,relation/11350363
VIL_0456,KL_PANCH_0456,Kollengode,കൊല്ലങ്കോട് ഗ്രാമപഞ്ചായത്ത്,10.59801,76.69993,relation/11350372
VIL_0457,KL_PANCH_0457,Elavancheryh,എലവഞ്ചേരി ഗ്രാമപഞ്ചായത്ത്,10.58383,76.65669,relation/11350378
VIL_0458,KL_PANCH_0458,Nemmara Grampanchayat,നെന്മാറ ഗ്രാമപഞ്ചായത്ത്,10.57565,76.60707,relation/11350598
VIL_0459,KL_PANCH_0459,Ayiloor,അയിലൂർ,10.54289,76.57614,relation/11350600
VIL_0460,KL_PANCH_0460,Pallassena Grampanchayat,പല്ലശ്ശന ഗ്രാമപഞ്ചായത്ത്,10.62967,76.63933,relation/11350614
VIL_0461,KL_PANCH_0461,Vadavannur gramapanchayat,വടവന്നൂർ ഗ്രാമപഞ്ചായത്ത്,10.63531,76.69917,relation/11350616
VIL_0462,KL_PANCH_0462,Pattancheryh,പട്ടഞ്ചേരി ഗ്രാമപഞ്ചായത്ത്,10.65695,76.73527,relation/11350632
VIL_0463,KL_PANCH_0463,Perumattyh,പെരുമാട്ടി ഗ്രാമപഞ്ചായത്ത്,10.66448,76.80885,relation/11350634
VIL_0464,KL_PANCH_0464,Pudunagaramh,പുതുനഗരം ഗ്രാമപഞ്ചായത്ത്,10.67051,76.68081,relation/11351044
VIL_0465,KL_PANCH_0465,Koduvayurh,കൊടുവായൂർ ഗ്രാമപഞ്ചായത്ത്,10.66937,76.6493,relation/11351049
VIL_0466,KL_PANCH_0466,ChitturThathamangalam,ചിറ്റൂർ-തത്തമംഗലം,10.69216,76.72259,relation/11351053
VIL_0467,KL_PANCH_0467,Nalleppillyh,നല്ലേപ്പിള്ളി ഗ്രാമപഞ്ചായത്ത്,10.72024,76.78328,relation/11351066
VIL_0468,KL_PANCH_0468,Kozhinjamparah,കൊഴിഞ്ഞാമ്പാറ ഗ്രാമപഞ്ചായത്ത്,10.70965,76.8362,relation/11351081
VIL_0469,KL_PANCH_0469,Eruthampathyh,എരുത്തേമ്പതി ഗ്രാമപഞ്ചായത്ത്,10.72895,76.86153,relation/11351090
VIL_0470,KL_PANCH_0470,Vadakarapathy Grampanchayat,വടകരപ്പതി ഗ്രാമപഞ്ചായത്ത്,10.78951,76.84961,relation/11351092
