block_temp,block_rain,block_humidity,elevation,dist_to_water,land_cover,correction_delta
28.32,0.01,85.25,1427.8,24865.8,evergreen_forest,-7.580000000000002
28.42,0.2,87.63,1884.2,49583.4,evergreen_forest,-8.630000000000003
28.4,0.17,87.69,1220.3,26088.5,evergreen_forest,-6.959999999999997
28.33,0.03,85.66,1432.1,22708.9,evergreen_forest,-5.949999999999999
29.34,1.82,97.71,951.2,34828.6,plantation_rubber_tea_spices,-5.640000000000001
29.38,1.69,96.63,877.6,33105.8,plantation_rubber_tea_spices,-5.149999999999999
30.21,2.62,97.67,688.5,20636.6,plantation_rubber_tea_spices,-5.600000000000001
30.39,2.85,97.96,750.7,21967.3,plantation_rubber_tea_spices,-7.32
28.98,1.71,97.99,1010.0,38454.1,plantation_rubber_tea_spices,-4.670000000000002
29.12,1.6,97.57,1305.1,51304.9,evergreen_forest,-6.330000000000002
29.18,1.62,96.98,1277.5,52848.6,evergreen_forest,-6.899999999999999
29.2,1.63,96.95,1066.8,41253.5,plantation_rubber_tea_spices,-6.43
27.94,0.16,89.23,175.7,27246.3,mixed_agroforestry,-5.02
27.56,0.13,88.0,175.1,16149.2,mixed_agroforestry,-4.559999999999999
27.66,0.37,88.63,163.5,1360.9,mixed_agroforestry,-4.629999999999999
27.59,0.12,88.11,240.1,20016.1,mixed_agroforestry,-5.050000000000001
28.3,0.16,90.53,288.7,23950.8,mixed_agroforestry,-4.810000000000002
28.77,0.2,92.22,352.5,19497.4,plantation_rubber_tea_spices,-6.550000000000001
27.67,0.38,88.66,138.1,6743.7,mixed_agroforestry,-5.760000000000002
29.18,0.47,94.01,588.9,13996.2,plantation_rubber_tea_spices,-6.039999999999999
28.84,0.4,92.84,548.6,6048.6,plantation_rubber_tea_spices,-5.879999999999999
28.66,0.79,92.56,535.8,10581.8,plantation_rubber_tea_spices,-4.27
28.55,0.55,91.78,646.6,12551.3,plantation_rubber_tea_spices,-5.650000000000002
29.09,0.11,93.41,537.4,8098.1,plantation_rubber_tea_spices,-5.59
28.51,0.49,91.62,798.6,22450.1,plantation_rubber_tea_spices,-5.960000000000001
28.61,1.18,92.1,739.7,21622.1,plantation_rubber_tea_spices,-5.5
28.89,0.6,93.18,842.4,23767.0,plantation_rubber_tea_spices,-7.109999999999999
28.54,0.5,91.38,766.8,20906.3,plantation_rubber_tea_spices,-5.550000000000001
28.48,0.54,91.49,749.4,19370.7,plantation_rubber_tea_spices,-5.449999999999999
28.46,0.04,90.83,694.1,13258.0,plantation_rubber_tea_spices,-3.8100000000000023
29.16,0.35,93.88,571.8,12437.0,plantation_rubber_tea_spices,-5.48
29.01,0.76,93.76,820.4,22861.7,plantation_rubber_tea_spices,-6.030000000000001
28.52,6.08,96.18,1060.9,28261.5,plantation_rubber_tea_spices,-6.259999999999998
28.63,5.41,95.25,458.0,25366.2,plantation_rubber_tea_spices,-5.419999999999998
28.67,3.66,92.55,1256.9,20852.6,evergreen_forest,-5.57
28.58,4.63,95.25,579.5,27079.2,plantation_rubber_tea_spices,-6.129999999999999
18.68,13.27,96.73,2234.1,34202.4,evergreen_forest,1.490000000000002
19.58,12.28,95.95,1910.4,39866.6,evergreen_forest,0.7600000000000016
17.56,15.47,97.87,2037.1,27757.2,evergreen_forest,3.830000000000002
29.73,0.34,87.79,539.4,24074.4,plantation_rubber_tea_spices,-4.650000000000002
29.33,2.62,90.93,489.2,33715.0,plantation_rubber_tea_spices,-4.52
29.58,1.24,89.14,456.3,31639.7,plantation_rubber_tea_spices,-5.279999999999998
29.37,2.51,90.62,503.4,35772.7,plantation_rubber_tea_spices,-5.48
29.12,1.46,87.95,1358.2,24271.4,evergreen_forest,-5.290000000000003
28.33,2.52,91.21,1419.7,13626.0,evergreen_forest,-3.4899999999999984
28.56,2.03,90.32,1428.6,12880.4,evergreen_forest,-5.18
23.84,2.4,92.19,1780.3,20398.0,evergreen_forest,-2.1000000000000014
21.02,8.13,94.56,2032.8,16293.7,evergreen_forest,1.620000000000001
22.99,1.89,92.01,2260.1,28316.6,evergreen_forest,-2.59
23.3,0.55,91.48,2088.5,24453.2,evergreen_forest,-1.1900000000000013
29.58,0.0,91.16,288.9,12765.4,mixed_agroforestry,-4.129999999999999
30.19,0.0,90.1,235.7,13937.1,mixed_agroforestry,-4.210000000000001
29.84,0.0,90.54,301.3,9540.4,mixed_agroforestry,-5.199999999999999
30.21,0.0,90.52,156.7,11250.1,mixed_agroforestry,-3.9200000000000017
29.85,0.0,90.7,290.5,11215.4,mixed_agroforestry,-4.510000000000002
30.06,0.0,90.62,126.7,11417.6,mixed_agroforestry,-3.59
29.7,0.0,88.18,414.2,12217.9,plantation_rubber_tea_spices,-4.710000000000001
30.0,0.0,90.01,344.1,9701.3,mixed_agroforestry,-5.489999999999998
29.77,0.64,89.07,334.6,24472.9,mixed_agroforestry,-4.849999999999998
28.6,1.62,88.73,607.0,16070.7,plantation_rubber_tea_spices,-5.150000000000002
29.05,0.0,92.33,133.7,29534.2,mixed_agroforestry,-4.890000000000001
28.68,0.0,92.24,129.9,36513.0,mixed_agroforestry,-4.239999999999998
28.89,0.0,92.62,243.1,19910.6,mixed_agroforestry,-5.810000000000002
28.65,0.0,88.2,208.6,10979.1,mixed_agroforestry,-4.619999999999997
28.63,0.0,88.15,202.3,9620.2,mixed_agroforestry,-3.1400000000000006
29.27,0.0,89.42,139.1,4468.1,mixed_agroforestry,-4.059999999999999
28.93,0.0,89.62,211.8,19443.2,mixed_agroforestry,-4.850000000000001
28.7,0.0,88.09,85.4,10060.3,mixed_agroforestry,-2.219999999999999
27.93,0.0,86.05,533.6,42588.1,plantation_rubber_tea_spices,-4.969999999999999
27.84,0.0,86.61,569.3,45570.8,plantation_rubber_tea_spices,-5.620000000000001
27.87,0.0,86.46,492.2,40324.3,plantation_rubber_tea_spices,-5.41
27.76,0.0,87.65,232.0,34351.4,mixed_agroforestry,-3.360000000000003
26.31,0.0,86.88,471.9,48468.5,plantation_rubber_tea_spices,-3.2300000000000004
25.04,0.0,86.41,574.4,61620.2,plantation_rubber_tea_spices,-1.3599999999999994
25.9,0.0,86.52,664.8,60922.4,plantation_rubber_tea_spices,-3.049999999999997
27.31,0.0,87.54,390.9,43600.3,plantation_rubber_tea_spices,-2.9800000000000004
25.91,0.0,86.78,458.5,55850.7,plantation_rubber_tea_spices,-0.629999999999999
25.9,0.0,86.64,805.9,80983.5,plantation_rubber_tea_spices,-2.4599999999999973
27.77,0.0,86.94,149.3,38303.4,mixed_agroforestry,-4.640000000000001
27.96,0.0,87.08,102.4,41085.1,mixed_agroforestry,-3.8900000000000006
28.15,0.0,86.38,133.9,26892.7,mixed_agroforestry,-3.84
28.23,0.0,86.89,56.2,22651.4,mixed_agroforestry,-2.5100000000000016
28.2,0.0,86.69,143.4,17700.5,mixed_agroforestry,-4.390000000000001
28.17,0.0,86.49,115.9,21778.8,mixed_agroforestry,-4.170000000000002
27.69,0.0,87.26,227.1,38332.8,mixed_agroforestry,-3.6700000000000017
27.78,0.0,87.18,112.7,46637.8,mixed_agroforestry,-3.460000000000001
26.31,0.44,89.25,180.8,48227.2,mixed_agroforestry,-2.5599999999999987
27.08,0.16,87.74,183.5,51439.9,mixed_agroforestry,-2.799999999999997
27.69,0.0,87.23,91.9,43011.8,mixed_agroforestry,-2.3200000000000003
26.15,0.27,90.27,60.2,25378.5,mixed_agroforestry,-1.0599999999999987
26.96,0.0,89.76,9.4,21573.4,mixed_agroforestry,-0.10000000000000142
27.77,0.11,90.17,14.6,27926.2,mixed_agroforestry,-1.259999999999998
27.51,0.51,90.74,5.7,31535.2,mixed_agroforestry,-0.2700000000000031
27.02,0.0,89.92,14.2,28012.1,mixed_agroforestry,-1.2899999999999991
27.57,1.34,91.05,1.5,39598.1,mixed_agroforestry,-0.6799999999999997
27.47,0.0,90.47,24.1,37515.9,mixed_agroforestry,-2.25
27.16,0.0,90.19,1.5,32411.1,mixed_agroforestry,0.1999999999999993
23.93,0.45,90.54,93.1,23902.6,mixed_agroforestry,1.6600000000000001
26.6,0.0,89.39,15.0,20764.6,mixed_agroforestry,-0.20000000000000284
23.32,0.02,89.34,42.1,15841.9,mixed_agroforestry,2.219999999999999
23.17,0.93,91.86,78.6,20909.4,mixed_agroforestry,0.9099999999999966
23.84,0.44,88.94,61.0,16569.3,mixed_agroforestry,1.879999999999999
23.34,0.9,91.63,87.9,26359.2,mixed_agroforestry,2.2300000000000004
23.66,0.23,89.88,43.3,18477.1,mixed_agroforestry,0.3500000000000014
23.22,0.83,91.5,75.5,19824.1,mixed_agroforestry,1.3599999999999994
24.21,0.3,88.07,40.3,28259.0,mixed_agroforestry,1.5700000000000003
24.64,0.0,87.22,7.1,13190.3,mixed_agroforestry,2.539999999999999
23.15,1.9,94.49,263.8,47920.6,mixed_agroforestry,0.5500000000000007
22.89,1.8,94.44,123.7,29165.1,mixed_agroforestry,0.9199999999999982
23.62,0.67,90.12,81.9,18191.4,mixed_agroforestry,0.5599999999999987
23.66,1.54,93.22,207.5,46859.5,mixed_agroforestry,0.6799999999999997
27.05,14.71,96.54,9.6,30373.0,mixed_agroforestry,-0.9000000000000021
26.79,18.93,97.76,12.3,14445.9,mixed_agroforestry,0.38000000000000256
27.07,13.74,96.64,27.9,28214.9,mixed_agroforestry,-0.39000000000000057
27.25,11.88,95.49,25.7,37091.1,mixed_agroforestry,-1.0100000000000016
27.03,14.23,96.78,1.5,18918.8,mixed_agroforestry,-0.16000000000000014
27.71,4.08,92.19,9.4,29436.5,mixed_agroforestry,-1.3500000000000014
27.43,1.48,90.75,7.6,34016.1,mixed_agroforestry,-0.8099999999999987
27.41,1.64,90.81,12.6,34694.1,mixed_agroforestry,0.9199999999999982
27.69,2.44,91.44,5.8,45839.5,mixed_agroforestry,-1.5700000000000003
27.6,3.04,94.33,14.2,25223.4,mixed_agroforestry,-1.2700000000000031
27.56,3.17,95.71,1.5,28457.0,mixed_agroforestry,-0.4599999999999973
27.63,2.2,93.96,1.5,16520.4,mixed_agroforestry,-0.5299999999999976
27.65,2.08,93.54,1.5,14929.2,mixed_agroforestry,0.08000000000000185
27.85,0.59,86.72,20.6,7096.8,coastal_urban,-0.13000000000000256
27.85,0.6,86.45,4.4,8381.9,mixed_agroforestry,0.019999999999999574
35.23,0.0,73.47,1300.4,31755.9,evergreen_forest,-6.7499999999999964
35.34,0.0,73.91,895.4,8436.4,plantation_rubber_tea_spices,-6.680000000000003
35.16,0.0,74.47,1204.7,27445.0,evergreen_forest,-6.349999999999998
35.21,0.0,73.72,884.3,22472.5,plantation_rubber_tea_spices,-7.060000000000002
35.27,0.0,73.08,1385.2,33900.6,evergreen_forest,-5.900000000000002
35.25,0.0,74.56,946.4,5643.6,plantation_rubber_tea_spices,-7.699999999999999
36.59,0.0,69.16,1557.2,29540.6,evergreen_forest,-7.940000000000005
36.63,0.0,69.05,1427.8,24865.8,evergreen_forest,-7.710000000000001
36.34,0.0,69.84,1884.2,49583.4,evergreen_forest,-8.310000000000002
36.33,0.0,70.01,1220.3,26088.5,evergreen_forest,-6.619999999999997
36.58,0.0,69.24,1432.1,22708.9,evergreen_forest,-5.52
35.24,0.0,68.8,951.2,34828.6,plantation_rubber_tea_spices,-5.950000000000003
35.17,0.59,69.38,877.6,33105.8,plantation_rubber_tea_spices,-5.550000000000001
35.21,0.21,71.08,688.5,20636.6,plantation_rubber_tea_spices,-5.91
35.23,0.03,71.15,750.7,21967.3,plantation_rubber_tea_spices,-5.189999999999998
35.35,0.0,65.26,1010.0,38454.1,plantation_rubber_tea_spices,-5.510000000000002
35.23,0.0,68.24,1305.1,51304.9,evergreen_forest,-6.119999999999997
35.23,0.41,67.85,1277.5,52848.6,evergreen_forest,-6.549999999999997
35.22,0.41,67.93,1066.8,41253.5,plantation_rubber_tea_spices,-6.02
35.26,0.99,73.25,175.7,27246.3,mixed_agroforestry,-4.529999999999998
35.36,0.31,71.87,175.1,16149.2,mixed_agroforestry,-4.759999999999998
35.34,0.52,72.24,163.5,1360.9,mixed_agroforestry,-3.9100000000000037
35.35,0.43,72.13,240.1,20016.1,mixed_agroforestry,-4.010000000000002
35.14,2.2,75.88,288.7,23950.8,mixed_agroforestry,-3.5
35.01,3.68,79.09,352.5,19497.4,plantation_rubber_tea_spices,-4.279999999999998
35.33,0.54,72.28,138.1,6743.7,mixed_agroforestry,-4.789999999999999
34.9,3.82,78.67,588.9,13996.2,plantation_rubber_tea_spices,-5.539999999999999
34.89,3.89,79.04,548.6,6048.6,plantation_rubber_tea_spices,-6.449999999999999
34.91,2.66,75.91,535.8,10581.8,plantation_rubber_tea_spices,-4.869999999999997
34.8,1.32,72.14,646.6,12551.3,plantation_rubber_tea_spices,-5.709999999999997
34.87,5.08,82.1,537.4,8098.1,plantation_rubber_tea_spices,-6.019999999999996
34.75,0.53,69.78,798.6,22450.1,plantation_rubber_tea_spices,-5.879999999999999
34.84,0.92,70.85,739.7,21622.1,plantation_rubber_tea_spices,-6.040000000000003
34.86,1.05,71.07,842.4,23767.0,plantation_rubber_tea_spices,-6.02
34.74,0.58,69.9,766.8,20906.3,plantation_rubber_tea_spices,-5.020000000000003
34.77,0.66,70.32,749.4,19370.7,plantation_rubber_tea_spices,-5.600000000000001
34.66,0.11,68.64,694.1,13258.0,plantation_rubber_tea_spices,-4.519999999999996
34.89,4.25,79.78,571.8,12437.0,plantation_rubber_tea_spices,-5.07
34.91,1.25,71.62,820.4,22861.7,plantation_rubber_tea_spices,-6.019999999999996
35.47,0.0,69.45,1060.9,28261.5,plantation_rubber_tea_spices,-6.049999999999997
35.35,0.0,69.0,458.0,25366.2,plantation_rubber_tea_spices,-4.330000000000002
34.69,0.0,67.5,1256.9,20852.6,evergreen_forest,-4.629999999999999
35.3,0.71,71.09,579.5,27079.2,plantation_rubber_tea_spices,-4.7499999999999964
27.1,6.76,82.12,2234.1,34202.4,evergreen_forest,1.8299999999999983
27.7,6.26,80.76,1910.4,39866.6,evergreen_forest,1.2300000000000004
26.53,7.88,84.54,2037.1,27757.2,evergreen_forest,3.59
34.45,0.0,65.16,539.4,24074.4,plantation_rubber_tea_spices,-4.390000000000004
34.9,0.0,66.58,489.2,33715.0,plantation_rubber_tea_spices,-5.68
34.63,0.0,65.82,456.3,31639.7,plantation_rubber_tea_spices,-5.440000000000001
34.89,0.0,66.34,503.4,35772.7,plantation_rubber_tea_spices,-6.09
34.14,0.45,65.51,1358.2,24271.4,evergreen_forest,-5.82
33.98,0.0,66.97,1419.7,13626.0,evergreen_forest,-4.979999999999997
34.0,0.0,66.42,1428.6,12880.4,evergreen_forest,-6.719999999999999
29.71,0.84,70.29,1780.3,20398.0,evergreen_forest,-2.59
28.24,3.99,76.58,2032.8,16293.7,evergreen_forest,-0.2799999999999976
28.77,0.88,70.6,2260.1,28316.6,evergreen_forest,-2.8000000000000007
28.78,0.23,69.4,2088.5,24453.2,evergreen_forest,-1.0600000000000023
34.91,0.0,66.6,288.9,12765.4,mixed_agroforestry,-5.599999999999998
34.76,0.0,66.6,235.7,13937.1,mixed_agroforestry,-4.479999999999997
34.82,0.0,66.53,301.3,9540.4,mixed_agroforestry,-4.899999999999999
34.83,0.0,66.79,156.7,11250.1,mixed_agroforestry,-4.209999999999997
34.84,0.0,66.61,290.5,11215.4,mixed_agroforestry,-5.480000000000004
34.84,0.0,66.71,126.7,11417.6,mixed_agroforestry,-3.860000000000003
34.37,0.0,65.69,414.2,12217.9,plantation_rubber_tea_spices,-5.069999999999997
34.73,0.0,66.45,344.1,9701.3,mixed_agroforestry,-5.689999999999998
34.55,0.0,66.09,334.6,24472.9,mixed_agroforestry,-5.169999999999998
33.61,0.83,67.18,607.0,16070.7,plantation_rubber_tea_spices,-4.789999999999999
35.02,0.0,67.04,133.7,29534.2,mixed_agroforestry,-3.3400000000000034
34.85,0.0,68.26,129.9,36513.0,mixed_agroforestry,-3.0400000000000027
35.08,0.0,66.91,243.1,19910.6,mixed_agroforestry,-4.829999999999998
34.15,0.0,71.69,208.6,10979.1,mixed_agroforestry,-5.489999999999998
34.19,0.0,71.53,202.3,9620.2,mixed_agroforestry,-3.719999999999999
33.92,0.0,72.02,139.1,4468.1,mixed_agroforestry,-3.3200000000000003
34.06,0.0,71.68,211.8,19443.2,mixed_agroforestry,-5.160000000000004
34.3,0.0,70.92,85.4,10060.3,mixed_agroforestry,-3.9999999999999964
33.81,0.0,72.67,533.6,42588.1,plantation_rubber_tea_spices,-5.450000000000003
33.49,0.0,72.99,569.3,45570.8,plantation_rubber_tea_spices,-5.120000000000001
33.59,0.0,72.9,492.2,40324.3,plantation_rubber_tea_spices,-5.210000000000004
34.06,0.18,73.19,232.0,34351.4,mixed_agroforestry,-3.950000000000003
31.41,0.0,74.79,471.9,48468.5,plantation_rubber_tea_spices,-1.9200000000000017
29.27,0.0,76.29,574.4,61620.2,plantation_rubber_tea_spices,-1.2699999999999996
30.69,0.0,75.18,664.8,60922.4,plantation_rubber_tea_spices,-2.8000000000000007
33.11,0.0,73.88,390.9,43600.3,plantation_rubber_tea_spices,-4.469999999999999
30.81,0.15,75.74,458.5,55850.7,plantation_rubber_tea_spices,-1.6199999999999974
30.8,0.21,75.82,805.9,80983.5,plantation_rubber_tea_spices,-3.0500000000000007
34.46,0.66,72.67,149.3,38303.4,mixed_agroforestry,-4.640000000000001
34.93,1.01,72.68,102.4,41085.1,mixed_agroforestry,-4.039999999999999
34.97,0.03,68.5,133.9,26892.7,mixed_agroforestry,-3.6899999999999977
34.8,0.19,69.89,56.2,22651.4,mixed_agroforestry,-2.299999999999997
34.86,0.09,69.25,143.4,17700.5,mixed_agroforestry,-4.059999999999999
34.93,0.06,68.79,115.9,21778.8,mixed_agroforestry,-4.059999999999999
34.15,0.46,73.15,227.1,38332.8,mixed_agroforestry,-3.469999999999999
35.02,1.94,76.24,112.7,46637.8,mixed_agroforestry,-3.2600000000000016
33.43,3.22,77.93,180.8,48227.2,mixed_agroforestry,-1.9100000000000001
34.53,3.08,79.02,183.5,51439.9,mixed_agroforestry,-2.5400000000000027
35.11,2.53,78.17,91.9,43011.8,mixed_agroforestry,-1.9799999999999969
32.6,3.71,73.48,60.2,25378.5,mixed_agroforestry,-2.1400000000000006
33.16,2.98,71.6,9.4,21573.4,mixed_agroforestry,-0.7999999999999972
34.01,1.2,69.91,14.6,27926.2,mixed_agroforestry,-2.3699999999999974
34.52,0.26,73.78,5.7,31535.2,mixed_agroforestry,-0.7700000000000031
33.55,2.01,73.07,14.2,28012.1,mixed_agroforestry,-0.3200000000000003
34.54,0.51,73.71,1.5,39598.1,mixed_agroforestry,-0.9600000000000009
34.43,0.25,73.68,24.1,37515.9,mixed_agroforestry,-2.0600000000000023
33.95,1.12,73.68,1.5,32411.1,mixed_agroforestry,-0.04000000000000625
30.55,7.23,77.62,93.1,23902.6,mixed_agroforestry,1.3499999999999979
32.89,3.95,72.99,15.0,20764.6,mixed_agroforestry,-0.6300000000000026
30.04,10.18,79.41,42.1,15841.9,mixed_agroforestry,2.0900000000000034
29.52,6.6,77.51,78.6,20909.4,mixed_agroforestry,1.9499999999999993
29.66,7.44,79.05,61.0,16569.3,mixed_agroforestry,2.669999999999998
29.8,6.47,77.88,87.9,26359.2,mixed_agroforestry,2.5400000000000027
30.2,8.64,78.24,43.3,18477.1,mixed_agroforestry,1.2200000000000024
29.58,6.94,77.72,75.5,19824.1,mixed_agroforestry,0.25
29.86,7.72,80.09,40.3,28259.0,mixed_agroforestry,1.2800000000000011
30.37,8.1,80.37,7.1,13190.3,mixed_agroforestry,1.8499999999999979
29.34,2.61,76.02,263.8,47920.6,mixed_agroforestry,-0.4400000000000013
29.09,3.44,76.13,123.7,29165.1,mixed_agroforestry,1.4100000000000001
29.59,6.86,78.35,81.9,18191.4,mixed_agroforestry,0.35999999999999943
30.03,3.24,76.74,207.5,46859.5,mixed_agroforestry,0.41999999999999815
34.72,1.1,74.62,9.6,30373.0,mixed_agroforestry,-0.5499999999999972
34.67,0.15,73.5,12.3,14445.9,mixed_agroforestry,0.21000000000000085
34.8,0.44,73.27,27.9,28214.9,mixed_agroforestry,-0.11999999999999744
34.77,1.65,75.13,25.7,37091.1,mixed_agroforestry,-0.6799999999999997
34.75,0.61,73.79,1.5,18918.8,mixed_agroforestry,0.240000000000002
34.58,5.14,80.07,9.4,29436.5,mixed_agroforestry,-1.2999999999999972
34.05,5.49,80.16,7.6,34016.1,mixed_agroforestry,-0.7399999999999949
34.06,5.19,79.79,12.6,34694.1,mixed_agroforestry,0.759999999999998
34.42,5.74,80.73,5.8,45839.5,mixed_agroforestry,-1.5900000000000034
35.07,0.2,71.43,14.2,25223.4,mixed_agroforestry,-1.009999999999998
35.14,0.16,71.22,1.5,28457.0,mixed_agroforestry,-0.740000000000002
35.09,0.08,71.13,1.5,16520.4,mixed_agroforestry,-0.30000000000000426
35.07,0.07,71.15,1.5,14929.2,mixed_agroforestry,-0.5
34.75,0.04,71.64,20.6,7096.8,coastal_urban,0.6000000000000014
34.73,0.05,71.69,4.4,8381.9,mixed_agroforestry,0.3400000000000034
34.47,12.0,81.19,1300.4,31755.9,evergreen_forest,-5.349999999999998
34.71,12.44,81.07,895.4,8436.4,plantation_rubber_tea_spices,-5.740000000000002
34.65,14.1,82.17,1204.7,27445.0,evergreen_forest,-6.109999999999999
34.47,12.11,81.17,884.3,22472.5,plantation_rubber_tea_spices,-6.439999999999998
34.42,11.16,80.77,1385.2,33900.6,evergreen_forest,-4.960000000000001
34.79,13.99,81.89,946.4,5643.6,plantation_rubber_tea_spices,-6.949999999999999
35.01,0.49,73.49,1557.2,29540.6,evergreen_forest,-7.659999999999997
35.02,0.22,73.31,1427.8,24865.8,evergreen_forest,-7.160000000000004
34.87,2.32,74.78,1884.2,49583.4,evergreen_forest,-8.429999999999996
34.9,2.69,74.95,1220.3,26088.5,evergreen_forest,-7.149999999999999
35.01,0.68,73.61,1432.1,22708.9,evergreen_forest,-6.52
33.24,2.52,77.2,951.2,34828.6,plantation_rubber_tea_spices,-6.590000000000003
33.13,0.0,75.95,877.6,33105.8,plantation_rubber_tea_spices,-5.970000000000002
33.05,0.0,74.84,688.5,20636.6,plantation_rubber_tea_spices,-5.719999999999999
33.02,0.0,74.57,750.7,21967.3,plantation_rubber_tea_spices,-6.030000000000005
32.86,0.02,77.35,1010.0,38454.1,plantation_rubber_tea_spices,-5.140000000000001
33.28,2.86,77.63,1305.1,51304.9,evergreen_forest,-7.52
33.04,0.0,76.47,1277.5,52848.6,evergreen_forest,-6.91
33.05,0.0,76.41,1066.8,41253.5,plantation_rubber_tea_spices,-5.919999999999998
33.45,0.0,74.1,175.7,27246.3,mixed_agroforestry,-4.380000000000003
33.45,0.0,73.53,175.1,16149.2,mixed_agroforestry,-4.810000000000002
33.51,0.0,73.78,163.5,1360.9,mixed_agroforestry,-4.779999999999998
33.45,0.0,73.62,240.1,20016.1,mixed_agroforestry,-4.580000000000002
33.5,0.0,75.12,288.7,23950.8,mixed_agroforestry,-4.5
33.56,0.0,76.37,352.5,19497.4,plantation_rubber_tea_spices,-5.300000000000001
33.52,0.0,73.79,138.1,6743.7,mixed_agroforestry,-4.670000000000002
33.56,0.0,76.79,588.9,13996.2,plantation_rubber_tea_spices,-5.890000000000001
33.76,0.0,76.52,548.6,6048.6,plantation_rubber_tea_spices,-6.229999999999997
33.86,0.0,75.54,535.8,10581.8,plantation_rubber_tea_spices,-5.73
33.93,0.0,74.16,646.6,12551.3,plantation_rubber_tea_spices,-6.190000000000001
33.63,0.0,77.5,537.4,8098.1,plantation_rubber_tea_spices,-6.470000000000002
33.95,0.0,73.48,798.6,22450.1,plantation_rubber_tea_spices,-6.100000000000001
33.99,0.0,74.43,739.7,21622.1,plantation_rubber_tea_spices,-5.800000000000001
33.63,0.0,74.55,842.4,23767.0,plantation_rubber_tea_spices,-5.640000000000004
33.96,0.0,73.63,766.8,20906.3,plantation_rubber_tea_spices,-6.310000000000002
33.97,0.0,73.53,749.4,19370.7,plantation_rubber_tea_spices,-4.649999999999999
33.95,0.0,72.8,694.1,13258.0,plantation_rubber_tea_spices,-3.890000000000004
33.59,0.0,77.06,571.8,12437.0,plantation_rubber_tea_spices,-4.890000000000004
33.55,0.0,74.93,820.4,22861.7,plantation_rubber_tea_spices,-5.899999999999999
34.48,0.0,76.14,1060.9,28261.5,plantation_rubber_tea_spices,-4.969999999999995
34.28,0.0,76.22,458.0,25366.2,plantation_rubber_tea_spices,-5.130000000000003
33.42,0.0,77.2,1256.9,20852.6,evergreen_forest,-4.07
34.34,0.0,76.0,579.5,27079.2,plantation_rubber_tea_spices,-5.070000000000004
24.25,3.3,80.08,2234.1,34202.4,evergreen_forest,1.8099999999999987
24.92,3.05,79.98,1910.4,39866.6,evergreen_forest,1.389999999999997
23.44,3.84,80.82,2037.1,27757.2,evergreen_forest,4.329999999999998
32.68,0.0,77.45,539.4,24074.4,plantation_rubber_tea_spices,-4.640000000000001
33.5,0.0,77.6,489.2,33715.0,plantation_rubber_tea_spices,-6.09
33.04,0.0,77.44,456.3,31639.7,plantation_rubber_tea_spices,-5.77
33.48,0.0,77.87,503.4,35772.7,plantation_rubber_tea_spices,-6.929999999999996
32.4,0.22,79.3,1358.2,24271.4,evergreen_forest,-5.479999999999997
32.62,0.0,77.25,1419.7,13626.0,evergreen_forest,-4.799999999999997
32.58,0.0,77.63,1428.6,12880.4,evergreen_forest,-6.509999999999998
28.28,0.41,75.65,1780.3,20398.0,evergreen_forest,-2.030000000000001
26.05,1.95,78.01,2032.8,16293.7,evergreen_forest,0.5599999999999987
27.33,0.43,75.18,2260.1,28316.6,evergreen_forest,-2.6499999999999986
27.49,0.11,74.54,2088.5,24453.2,evergreen_forest,-0.6799999999999997
34.04,0.14,80.44,288.9,12765.4,mixed_agroforestry,-4.48
34.06,0.03,78.66,235.7,13937.1,mixed_agroforestry,-3.8500000000000014
33.97,0.09,79.52,301.3,9540.4,mixed_agroforestry,-4.27
34.28,0.04,79.03,156.7,11250.1,mixed_agroforestry,-4.290000000000003
34.06,0.09,79.64,290.5,11215.4,mixed_agroforestry,-4.5000000000000036
34.2,0.07,79.35,126.7,11417.6,mixed_agroforestry,-3.640000000000004
32.61,0.01,76.67,414.2,12217.9,plantation_rubber_tea_spices,-4.719999999999999
33.85,0.05,78.75,344.1,9701.3,mixed_agroforestry,-6.870000000000001
33.08,0.0,76.99,334.6,24472.9,mixed_agroforestry,-5.369999999999997
31.83,0.4,77.98,607.0,16070.7,plantation_rubber_tea_spices,-5.579999999999998
34.16,0.24,82.5,133.7,29534.2,mixed_agroforestry,-4.519999999999996
34.14,0.31,84.61,129.9,36513.0,mixed_agroforestry,-3.6700000000000017
34.13,0.27,82.76,243.1,19910.6,mixed_agroforestry,-4.870000000000001
33.25,0.7,82.93,208.6,10979.1,mixed_agroforestry,-4.530000000000001
33.2,0.69,82.79,202.3,9620.2,mixed_agroforestry,-2.8400000000000034
34.06,0.35,87.71,139.1,4468.1,mixed_agroforestry,-2.990000000000002
33.91,0.5,85.87,211.8,19443.2,mixed_agroforestry,-5.069999999999997
33.21,0.44,83.09,85.4,10060.3,mixed_agroforestry,-2.0700000000000003
33.38,0.01,76.64,533.6,42588.1,plantation_rubber_tea_spices,-5.230000000000004
32.99,0.3,77.74,569.3,45570.8,plantation_rubber_tea_spices,-5.32
33.1,0.24,77.41,492.2,40324.3,plantation_rubber_tea_spices,-4.560000000000002
31.98,2.25,78.83,232.0,34351.4,mixed_agroforestry,-4.030000000000001
30.41,0.83,75.78,471.9,48468.5,plantation_rubber_tea_spices,-2.7699999999999996
28.83,0.02,73.85,574.4,61620.2,plantation_rubber_tea_spices,-1.2099999999999973
30.01,0.3,74.94,664.8,60922.4,plantation_rubber_tea_spices,-2.870000000000001
